age,juv_fel_count,juv_misd_count,juv_other_count,priors_count,two_year_recid,sex,c_charge_degree
32.0,0.0,0.0,0.0,5.0,0.0,Female,charge_degree_F
52.0,0.0,0.0,0.0,2.0,0.0,Male,charge_degree_M
67.0,0.0,0.0,0.0,2.0,0.0,Male,charge_degree_F
44.0,0.0,0.0,0.0,4.0,0.0,Male,charge_degree_F
28.0,0.0,0.0,0.0,6.0,1.0,Female,charge_degree_M
54.0,0.0,0.0,0.0,2.0,0.0,Male,charge_degree_F
58.0,0.0,0.0,0.0,0.0,0.0,Male,charge_degree_M
24.0,0.0,0.0,0.0,0.0,0.0,Male,charge_degree_F
65.45313773431144,0.0,0.0,0.0,0.54686226568856,0.0,Female,charge_degree_F
46.62265688671557,0.0,0.0,0.0,0.1206193969030154,0.1206193969030154,Male,charge_degree_F
55.87938060309698,0.0,0.0,0.0,13.060309698451508,0.0603096984515077,Male,charge_degree_M
28.0,0.0,0.0,0.0,0.0,1.0,Male,charge_degree_M
57.0,0.0,0.0,0.0,1.0,0.0,Male,charge_degree_F
66.0,0.0,0.0,0.0,3.0,0.0,Male,charge_degree_F
57.0,0.0,0.0,0.0,0.0,1.0,Female,charge_degree_M
34.904645476772615,0.0,0.0,0.0,11.638141809290953,1.0,Female,charge_degree_F
37.0,0.0,0.0,0.0,2.0,1.0,Male,charge_degree_M
26.361858190709047,0.0,0.1206193969030154,0.0,8.879380603096985,1.0,Male,charge_degree_M
23.361858190709047,0.0,0.0,0.0,0.0,1.0,Male,charge_degree_F
35.809290953545236,0.0,0.0,0.0,2.0,0.0,Male,charge_degree_M
30.246943765281227,0.0,0.0,0.0,0.6185819070904617,0.0,Female,charge_degree_M
37.422167889160555,0.0,0.0,0.0,1.9396903015484923,1.0,Male,charge_degree_M
55.80929095354523,0.0,0.0,0.0,5.914425427872862,0.0,Female,charge_degree_F
24.060309698451505,0.0,0.0,0.0,5.0,1.0,Male,charge_degree_F
26.0,0.0,0.0,0.0,2.0,1.0,Male,charge_degree_F
27.0,0.0,0.0,0.0,0.0,0.0,Male,charge_degree_M
28.0,0.0,0.0,0.0,0.0,0.0,Female,charge_degree_F
38.0,0.0,0.0,0.0,2.0,0.0,Male,charge_degree_F
28.0,0.0,0.0,0.0,1.0,0.0,Female,charge_degree_F
43.0,0.0,0.0,0.0,12.0,0.0,Male,charge_degree_F
29.02526487367563,0.0,0.0,0.0,1.9396903015484923,0.0,Male,charge_degree_M
45.422167889160555,0.0,0.0,0.0,2.8793806030969846,0.0,Male,charge_degree_F
28.0,0.0,0.0,0.0,0.0,0.0,Male,charge_degree_M
37.0,0.0,0.0,0.0,1.0,1.0,Male,charge_degree_M
48.0,0.0,0.0,0.0,0.0,0.0,Male,charge_degree_F
31.0,0.0,0.0,0.0,2.0,0.0,Female,charge_degree_F
53.00000000000001,0.0,0.0,0.0,1.0,0.0,Female,charge_degree_M
30.241238793806033,0.0603096984515077,0.0,0.0,9.939690301548493,1.0,Male,charge_degree_F
37.0,0.0,0.0,0.0,0.0,0.0,Male,charge_degree_M
39.66340668296658,0.0,0.0,0.0,2.8793806030969846,0.9396903015484923,Male,charge_degree_F
62.34229828850855,0.0,0.0,0.0,4.2004889975550155,0.0,Male,charge_degree_M
23.0,0.0,0.0,0.0,2.0,0.0,Male,charge_degree_F
26.0,0.0,0.0,0.0,2.0,1.0,Female,charge_degree_F
41.0,0.0,0.0,0.0,0.0,0.0,Male,charge_degree_M
52.0,0.0,0.0,0.0,0.0,0.0,Male,charge_degree_F
56.0,0.0,0.0,0.0,1.0,0.0,Male,charge_degree_M
23.0,0.0,0.0,0.0,0.0,0.0,Male,charge_degree_F
30.0,0.0,0.0,0.0,4.0,0.0,Male,charge_degree_F
25.0,0.0,0.0,0.0,4.0,0.0,Male,charge_degree_F
50.48247758761206,0.0,0.0,0.0,4.75876120619397,0.0,Male,charge_degree_F
39.0,0.0,0.0,0.0,2.0,0.0,Male,charge_degree_M
30.482477587612063,0.0,0.0,0.0,21.698451507742462,0.9396903015484923,Male,charge_degree_F
25.0,0.0,0.0,0.0,0.0,0.0,Male,charge_degree_F
37.0,0.0,0.0,0.0,0.0,0.0,Female,charge_degree_M
45.69845150774246,0.0,0.0,0.0,2.060309698451508,0.0,Female,charge_degree_F
22.0,0.0,0.0,0.0,3.0,1.0,Male,charge_degree_M
32.36185819070905,0.0,0.0,0.0,2.0,1.0,Male,charge_degree_M
31.0,0.0,0.0,0.0,0.0,0.0,Female,charge_degree_M
23.84433577832111,0.0,0.0,1.0,1.0,0.8793806030969846,Male,charge_degree_M
25.0,0.0,0.0,0.0,0.0,0.0,Male,charge_degree_M
29.0,0.0,0.0,0.0,1.0,0.0,Male,charge_degree_M
21.0,0.0,0.0,0.0,1.0,0.0,Male,charge_degree_F
30.879380603096987,0.0,0.0,0.0,2.0,1.0,Male,charge_degree_M
39.0,0.0,0.0,0.0,0.0,0.0,Male,charge_degree_F
27.0,0.0,0.0,0.0,4.0,0.0,Male,charge_degree_F
44.0,0.0,0.0,0.0,1.0,0.0,Female,charge_degree_F
20.0,0.0,0.0,0.0,0.0,0.0,Male,charge_degree_F
22.0,0.0,0.0,1.0,0.0,0.0,Male,charge_degree_F
52.0,0.0,0.0,0.0,0.0,0.0,Female,charge_degree_F
34.0,0.0,0.0,0.0,0.0,1.0,Female,charge_degree_F
48.0,0.0,0.0,0.0,0.0,0.0,Female,charge_degree_F
73.0,0.0,0.0,0.0,0.0,0.0,Male,charge_degree_M
30.155664221678894,0.0,0.0,0.0,11.0,1.0,Male,charge_degree_M
22.0,0.0,1.0,1.0,3.0,1.0,Male,charge_degree_M
35.0,0.0,0.0,0.0,2.0,0.0,Male,charge_degree_F
48.0,0.0,0.0,0.0,1.0,0.0,Female,charge_degree_M
25.0,0.0,0.0,0.0,0.0,0.0,Female,charge_degree_F
50.24123879380603,0.0,0.0,0.0,17.75876120619397,1.0,Male,charge_degree_M
54.0,0.0,0.0,0.0,2.0,1.0,Male,charge_degree_F
43.0,0.0,0.0,0.0,0.0,0.0,Male,charge_degree_M
28.0,0.0,0.0,0.0,3.0,1.0,Male,charge_degree_M
23.41238793806031,0.0,0.0,0.0,0.0,0.8793806030969846,Male,charge_degree_M
28.0,0.0,0.0,0.0,1.0,1.0,Female,charge_degree_M
38.36185819070905,0.0,0.0,0.0,2.939690301548492,1.0,Male,charge_degree_F
19.0,0.0,0.0,1.0,1.0,1.0,Male,charge_degree_F
34.0,0.0,0.0,0.0,5.0,0.0,Male,charge_degree_M
46.51752241238794,0.0,0.0,0.0,2.1206193969030154,1.0,Male,charge_degree_F
30.0,0.0,0.0,0.0,2.0,0.0,Male,charge_degree_F
47.66748166259169,0.0,0.0,0.0,3.1108394458027693,1.0,Male,charge_degree_F
25.86960065199674,0.0,0.0,0.0,0.0,0.0,Male,charge_degree_F
22.0,0.0,0.0,0.0,0.0,0.0,Female,charge_degree_M
21.0,0.0,0.0,0.0,1.0,0.0,Male,charge_degree_F
25.0,0.0,0.0,2.0,4.0,0.0,Male,charge_degree_M
55.0,0.0,0.0,0.0,0.0,0.0,Male,charge_degree_M
43.0,0.0,0.0,0.0,2.0,1.0,Male,charge_degree_F
32.54278728606357,0.0,0.0,0.0,4.879380603096985,0.0,Female,charge_degree_F
23.361858190709047,0.0,0.0,0.0,0.0,0.0,Male,charge_degree_F
27.0,0.0,0.0,0.0,0.0,0.0,Male,charge_degree_M
25.0,0.0,1.0,0.0,9.0,1.0,Male,charge_degree_F
27.684596577017224,0.0,0.0,0.0,0.0,0.0,Male,charge_degree_F
20.0,0.0,0.0,0.0,0.0,1.0,Male,charge_degree_F
32.0,0.0,0.0,0.0,6.0,0.0,Male,charge_degree_F
20.0,0.0,0.0,0.0,0.0,1.0,Male,charge_degree_F
32.54278728606357,0.0,0.9396903015484923,0.0,1.9396903015484923,0.0603096984515077,Male,charge_degree_F
45.758761206193974,0.0,0.0,0.0,1.0,0.0,Male,charge_degree_F
23.0,0.0,1.0953545232273845,0.0,3.9046454767726155,1.0,Male,charge_degree_M
36.0,0.0,0.0,0.0,0.0,0.0,Female,charge_degree_F
23.0,0.0,0.0,0.0,1.0,0.0,Female,charge_degree_M
38.24123879380603,0.0,0.0,0.0,0.0,0.9396903015484923,Female,charge_degree_F
25.08557457212714,0.0,0.0,0.0,0.0,0.0,Male,charge_degree_F
29.0,0.0,0.0,0.0,3.0,1.0,Male,charge_degree_F
30.0,0.0,0.0,0.0,1.0,1.0,Male,charge_degree_F
29.0,0.0,0.0,0.0,0.0,0.0,Male,charge_degree_F
51.0,0.0,0.0,0.0,1.0,0.0,Male,charge_degree_M
35.55745721271397,0.0,0.0,0.0,2.573757131214339,0.0,Male,charge_degree_F
25.0,0.0,0.0,0.0,2.0,0.0,Female,charge_degree_F
54.79951100244499,0.0,0.0,0.0,1.7334963325183386,0.0,Male,charge_degree_F
23.0,0.0,0.0,1.0,1.0,0.0,Male,charge_degree_M
47.0,0.0,0.0,0.0,3.0,0.0,Male,charge_degree_F
32.79380603096985,0.0,0.0,0.0,1.0,1.0,Female,charge_degree_M
20.93969030154849,0.0,2.0,1.0,3.0,1.0,Male,charge_degree_F
27.26894865525674,0.0,0.0,0.0,0.0,0.0,Male,charge_degree_M
39.0,0.0,0.0,0.0,0.0,0.0,Male,charge_degree_M
51.0,0.0,0.0,0.0,1.0,0.0,Male,charge_degree_M
28.0,0.0,0.0,0.0,0.0,1.0,Female,charge_degree_F
49.0,0.0,0.0,0.0,3.0,0.0,Male,charge_degree_F
52.98614506927459,0.0,0.0,0.0,0.0,0.0,Male,charge_degree_M
27.0,0.0,0.0,0.0,0.0,0.0,Female,charge_degree_M
55.0,0.0,0.0,0.0,0.0,0.0,Male,charge_degree_F
41.0,0.0,0.0,0.0,1.0,1.0,Male,charge_degree_M
21.0,0.0,0.0,0.0,1.0,0.0,Female,charge_degree_F
36.0,0.0,0.0,0.0,1.0,0.0,Male,charge_degree_F
26.13447432762878,0.0,0.0,0.0,1.905460472697602,0.0,Male,charge_degree_F
70.14832925835279,0.0,0.0,0.0,2.6202118989413097,0.0,Male,charge_degree_M
21.0,0.0,0.0,0.0,5.0,1.0,Male,charge_degree_F
21.0,0.0,0.0,0.0,0.0,1.0,Male,charge_degree_F
25.06030969845151,0.0,0.0,0.0,7.0,1.0,Male,charge_degree_M
27.533007334963322,0.0,0.0,0.0,0.0,0.0,Female,charge_degree_F
43.36185819070905,0.0,0.0,0.0,1.0,0.0,Male,charge_degree_F
28.0,0.0,0.0,0.0,1.0,0.0,Male,charge_degree_M
50.00000000000001,0.0,0.0,0.0,1.0,0.0,Male,charge_degree_F
22.0,0.0,0.0,0.0,4.0,1.0,Male,charge_degree_F
43.55256723716382,0.0,0.0,0.0,19.482477587612063,0.7587612061939693,Male,charge_degree_F
35.0,0.0,0.0,0.0,2.0,0.0,Male,charge_degree_F
53.0,0.0,0.0,0.0,2.0,0.0,Male,charge_degree_F
60.12061939690302,0.0,0.0,0.0,0.9396903015484923,0.0,Male,charge_degree_F
32.0,0.0,0.0,0.0,6.0,0.0,Male,charge_degree_M
33.12061939690302,0.1206193969030154,0.0,0.0,9.879380603096985,0.1206193969030154,Male,charge_degree_F
34.904645476772615,0.0,0.0,0.0,3.819070904645477,0.0,Male,charge_degree_F
28.0,0.0,0.0,0.0,0.0,0.0,Female,charge_degree_F
36.96495517522413,0.0,0.0,0.0,13.517522412387939,1.0,Male,charge_degree_F
44.0,0.0,0.0,0.0,1.0,0.0,Male,charge_degree_F
22.0,0.0,0.0,1.0,0.0,1.0,Male,charge_degree_M
26.0,0.0,0.0,2.0,6.0,0.0,Male,charge_degree_M
56.0,0.0,0.0,0.0,5.0,0.0,Male,charge_degree_F
40.0,0.0,0.0,0.0,5.0,0.0,Male,charge_degree_F
32.0,0.0,0.0,0.0,3.0,0.0,Male,charge_degree_F
62.24531377343103,0.0,0.0,0.0,2.0,0.0,Male,charge_degree_F
27.1035044824776,0.0,0.0,0.0,0.7840260798696,0.0,Male,charge_degree_M
24.0,0.0,0.0,0.0,0.0,0.0,Female,charge_degree_F
27.0,0.0,0.0,0.0,1.0,1.0,Female,charge_degree_F
61.0,0.0,0.0,0.0,4.0,0.0,Male,charge_degree_F
25.75876120619397,0.0,0.0,0.0,0.0,0.0,Male,charge_degree_M
38.0,0.0,0.0,0.0,5.0,1.0,Male,charge_degree_M
28.904645476772615,0.0,0.0,0.0,7.758761206193969,0.9396903015484923,Male,charge_degree_F
43.00000000000001,0.0,0.0,0.0,1.0,0.0,Male,charge_degree_F
32.770171149145185,0.0,0.0,0.0,0.0,0.37408312958431006,Male,charge_degree_F
35.63814180929096,0.0,0.0,0.0,6.120619396903016,0.0,Male,charge_degree_F
60.0,0.0,0.0,0.0,18.0,1.0,Male,charge_degree_M
25.0,0.0,0.0,0.0,2.0,0.0,Male,charge_degree_F
48.0,0.0,0.0,0.0,1.0,1.0,Male,charge_degree_M
58.87938060309698,0.0,0.0,0.0,0.0603096984515077,1.0,Male,charge_degree_M
26.84433577832111,0.0,0.0,0.0,2.8793806030969846,0.0,Male,charge_degree_M
29.18092909535452,0.0,0.0,0.0,2.0,0.0,Male,charge_degree_F
32.36185819070905,0.0,0.0,0.0,2.0,1.0,Female,charge_degree_F
25.0,0.0,0.0,0.0,2.0,1.0,Male,charge_degree_F
20.120619396903017,0.1206193969030154,0.0,2.7587612061939693,1.0,1.0,Male,charge_degree_F
30.301548492257538,0.0,0.0,0.0,2.0,1.0,Male,charge_degree_M
24.0,0.0,0.0,0.0,1.0,1.0,Male,charge_degree_M
50.0,0.0,0.0,0.0,3.0,0.0,Female,charge_degree_F
30.0,0.0,0.0,0.0,1.0,0.0,Male,charge_degree_M
38.0,0.0,0.0,0.0,5.0,0.0,Male,charge_degree_F
56.060309698451505,0.0,0.0,0.0,6.9396903015484925,0.0,Male,charge_degree_F
55.72371638141809,0.0,0.0,0.0,0.0,0.2762836185819077,Female,charge_degree_M
20.0,0.0,0.0,1.0,0.0,1.0,Male,charge_degree_F
29.0,0.0,0.0,0.0,12.0,1.0,Male,charge_degree_M
54.12061939690302,0.0,0.0,0.0,11.879380603096983,0.0603096984515077,Female,charge_degree_F
27.0,0.0,0.0,0.0,1.0,1.0,Male,charge_degree_M
29.0,0.0,0.0,0.0,3.0,1.0,Male,charge_degree_F
40.0,0.0,0.0,0.0,3.0,1.0,Female,charge_degree_F
58.0,0.0,0.0,0.0,3.0,1.0,Male,charge_degree_F
29.0,3.457212713936431,0.8190709046454769,0.1809290953545231,9.819070904645477,1.0,Male,charge_degree_F
33.30725346373268,0.0,0.0,0.0,4.035044824775877,0.0,Male,charge_degree_F
42.0,0.0,0.0,0.0,0.0,0.0,Male,charge_degree_M
27.0,0.0,1.0,3.0,6.0,0.0,Male,charge_degree_F
55.0,0.0,0.0,0.0,27.0,0.0,Male,charge_degree_M
50.929910350448246,0.0,0.0,0.0,2.035044824775877,0.9649551752241231,Male,charge_degree_F
36.0,0.0,0.0,0.0,4.0,1.0,Female,charge_degree_F
56.0,0.0,0.0,0.0,1.0,0.0,Male,charge_degree_M
67.0,0.0,0.0,0.0,2.0,1.0,Male,charge_degree_M
49.422167889160555,0.0,0.0,0.0,0.0,0.0,Male,charge_degree_M
21.0,0.0,0.0,0.0,1.0,0.0,Male,charge_degree_F
26.793806030969847,0.0,0.0,0.0,0.0,0.0,Male,charge_degree_F
34.0,0.0,0.0,0.0,4.0,1.0,Male,charge_degree_F
36.81907090464548,0.0,0.0,0.0,0.0,0.0,Male,charge_degree_F
58.0,0.0,0.0,0.0,1.0,0.0,Male,charge_degree_F
29.0,0.0,0.0,0.0,2.0,0.0,Male,charge_degree_M
27.454767726161354,0.0,0.0,0.0,1.9144254278728616,0.0,Female,charge_degree_M
50.12061939690302,0.0,0.0,0.0,4.9396903015484925,1.0,Male,charge_degree_F
26.0,0.0,0.0,0.0,1.0,0.0,Male,charge_degree_F
54.0,0.0,0.0,0.0,0.0,0.0,Male,charge_degree_M
34.0,0.0,0.0,0.0,3.0,1.0,Male,charge_degree_F
39.0,0.0,0.0,0.0,0.0,0.0,Male,charge_degree_M
22.0,0.0,0.0,0.0,2.0,1.0,Female,charge_degree_F
31.447432762836186,0.0,0.0,0.0,3.6381418092909543,1.0,Male,charge_degree_F
26.0,0.0,0.0,0.0,7.0,1.0,Female,charge_degree_F
56.63814180929096,0.0,0.0,0.0,15.54278728606357,0.1809290953545231,Male,charge_degree_F
82.75876120619397,0.0,0.0,0.0,3.819070904645477,0.0,Male,charge_degree_F
26.164629176854096,0.0,0.0,0.0,1.0,0.0,Male,charge_degree_F
57.65688671556559,0.0,0.0,0.0,0.5941320293401673,0.0,Female,charge_degree_M
53.0,0.0,0.0,0.0,8.0,0.0,Male,charge_degree_F
28.0,0.0,0.0,0.0,0.0,0.0,Female,charge_degree_M
37.38956805215976,0.0,0.0,0.0,5.0,0.0,Male,charge_degree_M
44.2159739201304,0.0,0.0,0.0,1.0,0.0,Male,charge_degree_M
34.75876120619397,0.0,0.0,0.0,2.0,0.0,Male,charge_degree_M
44.88508557457212,0.0,0.0,0.0,2.9144254278728616,0.0,Female,charge_degree_F
25.0,0.0,0.0,0.0,0.0,0.0,Male,charge_degree_M
60.06030969845151,0.0,0.0,0.0,8.939690301548492,1.0,Female,charge_degree_F
35.69845150774246,0.0,0.0,0.0,4.0603096984515075,1.0,Male,charge_degree_F
55.00000000000001,0.0,0.0,0.0,0.0,1.0,Male,charge_degree_M
52.36185819070905,0.0,0.0,0.0,3.819070904645477,0.0,Male,charge_degree_M
20.000000000000004,0.0,0.0,0.8793806030969846,0.0,1.0,Male,charge_degree_F
47.87938060309698,0.0,0.0,0.0,0.0,1.0,Male,charge_degree_M
31.0,0.0,0.0,0.0,0.0,0.0,Male,charge_degree_F
25.0,0.0,1.0,0.0,6.0,1.0,Male,charge_degree_F
39.0,0.0,0.0,0.0,1.0,0.0,Male,charge_degree_F
50.0,0.0,0.0,0.0,8.0,0.0,Male,charge_degree_F
38.1556642216789,0.0,0.0,0.0,0.0,0.0,Male,charge_degree_F
44.12061939690302,0.0,0.0,0.0,12.879380603096985,1.0,Male,charge_degree_F
29.0,0.0,0.0,0.0,0.0,1.0,Male,charge_degree_F
35.22982885085575,0.0,0.0,0.0,3.628361858190708,0.5427872860635693,Male,charge_degree_F
50.0,0.0,0.0,0.0,1.0,1.0,Male,charge_degree_M
44.0,0.0,0.0,0.0,1.0,0.0,Male,charge_degree_M
27.0,0.0,0.0,0.0,0.0,0.0,Male,charge_degree_F
50.0,0.0,0.0,0.0,1.0,0.0,Female,charge_degree_M
42.0,0.0,0.0,0.0,8.0,0.0,Male,charge_degree_F
63.0,0.0,0.0,0.0,2.0,0.0,Male,charge_degree_F
26.0,0.0,0.0,1.0,3.0,0.0,Male,charge_degree_M
48.0,0.0,0.0,0.0,0.0,0.0,Female,charge_degree_F
39.0,0.0,0.0,0.0,3.0,1.0,Male,charge_degree_F
22.06030969845151,0.0,2.0,0.0,3.0,1.0,Male,charge_degree_F
23.809290953545233,0.0,1.0,0.809290953545231,3.1907090464547694,1.0,Male,charge_degree_F
55.0,0.0,0.0,0.0,1.0,0.0,Male,charge_degree_M
39.0,0.0,0.0,0.0,0.0,0.0,Male,charge_degree_F
61.0,0.0,0.0,0.0,0.0,0.0,Male,charge_degree_M
30.0,0.0,0.0,0.0,0.0,0.0,Female,charge_degree_M
42.0,0.0,0.0,0.0,0.0,0.0,Male,charge_degree_F
24.0,0.0,0.0,0.0,8.0,0.0,Male,charge_degree_F
42.55256723716399,0.0,0.0,0.0,2.376528117359386,0.18826405867969306,Male,charge_degree_M
41.75876120619397,0.0,0.0,0.0,4.0603096984515075,1.0,Female,charge_degree_F
