"S","X1","X2","pred","type","id_indiv"
"White",3.8,36,0.566198364236393,"factual",113
"White",3.3,40,0.563338183221108,"factual",114
"White",3.3,45,0.634718098238497,"factual",115
"White",2.6,35,0.403022968507527,"factual",116
"White",3.6,37,0.556252804892157,"factual",117
"White",3.8,40,0.623537269623617,"factual",118
"White",3.4,39,0.560979114940055,"factual",119
"White",3.9,33,0.534359887044209,"factual",120
"White",3.6,40,0.599802470061218,"factual",121
"White",3.8,38,0.595192515145037,"factual",122
"White",3.3,41,0.577929420278292,"factual",123
"White",2.9,34,0.424941038404074,"factual",124
"White",3.1,40,0.538616382192265,"factual",125
"White",3.2,40,0.551008785278917,"factual",126
"White",3.4,32.5,0.46456179224898,"factual",127
"White",3.4,41,0.590069544154612,"factual",128
"White",3.5,37,0.543885328388349,"factual",129
"White",3.3,41,0.577929420278292,"factual",130
"White",3.6,39,0.585424966392924,"factual",131
"White",3.5,38,0.558617287556065,"factual",132
"White",3.1,42,0.568047629677834,"factual",133
"White",3.6,37,0.556252804892157,"factual",134
"Black",2.8,32,0.154485479124187,"factual",135
"White",3.6,39,0.585424966392924,"factual",136
"White",2.8,32,0.384234772921516,"factual",137
"White",3.1,41,0.553378775110249,"factual",138
"White",3.7,36,0.553885771249107,"factual",139
"White",3.4,38,0.546261956004079,"factual",140
"White",3.3,34,0.474365633078125,"factual",141
"White",3.6,38,0.570900460029802,"factual",142
"White",2.9,43,0.558111378707924,"factual",143
"White",3.7,35,0.539126179662923,"factual",144
"White",3.9,37,0.592881170051337,"factual",145
"White",3.2,40,0.551008785278917,"factual",146
"White",3.2,45,0.623055560532197,"factual",147
"White",3.3,39.5,0.555999587595472,"factual",148
"White",3.3,40,0.563338183221108,"factual",149
"White",3.4,38,0.546261956004079,"factual",150
"White",3.4,40,0.575589792519427,"factual",151
"White",3.7,36,0.553885771249107,"factual",152
"White",3.5,30,0.440061499391557,"factual",153
"White",3.7,37,0.568550956809039,"factual",154
"White",2.7,36,0.429631858185027,"factual",155
"White",2.9,35,0.439556034895517,"factual",156
"White",3.2,28.5,0.382211833123561,"factual",157
"White",2.4,39,0.436691591974139,"factual",158
"White",3.9,41,0.648880341643816,"factual",159
"White",3.5,29,0.425442454517459,"factual",160
"White",3.1,36.5,0.48658332946243,"factual",161
"White",3.8,39,0.609457255737563,"factual",162
"White",3,36,0.46669133224182,"factual",163
"White",2.9,36,0.454276606091636,"factual",164
"White",2.9,36,0.454276606091636,"factual",165
"White",2.8,37,0.456653696449256,"factual",166
"White",3.2,38,0.521394739772285,"factual",167
"White",3.1,31.5,0.41302598758694,"factual",168
"White",3.1,37,0.494025153956732,"factual",169
"White",3.3,26.7,0.368792260272176,"factual",170
"Black",3.7,32,0.222685917455683,"factual",171
"White",3,31,0.39383438702779,"factual",172
"White",3.1,32.7,0.430453697427397,"factual",173
"White",3.2,35,0.476756008247724,"factual",174
"White",3.2,31,0.41793033039469,"factual",175
"White",3,33,0.422600632850946,"factual",176
"White",3.1,33,0.434839468348527,"factual",177
"White",2.9,34.5,0.432233791112439,"factual",178
"White",4.1,39,0.644500652168218,"factual",179
"White",3.1,34,0.449528779096753,"factual",180
"White",2.8,34,0.412777320687575,"factual",181
"White",2.8,37,0.456653696449256,"factual",182
"White",3.2,25,0.334339250194367,"factual",183
"White",2.9,33,0.410456090948388,"factual",184
"White",3,34,0.437196332095982,"factual",185
"White",2.7,34,0.400719160244081,"factual",186
"White",3,30.5,0.386748195880788,"factual",187
"White",3.3,33,0.459542259583161,"factual",188
"White",2.9,34,0.424941038404074,"factual",189
"White",3.4,30,0.427786938088869,"factual",190
"White",2.4,38,0.422100105466602,"factual",191
"White",3.1,32.5,0.427535857239275,"factual",192
"White",4,40,0.64669357574377,"factual",193
"White",4,42,0.673410929683409,"factual",194
"White",3.2,35,0.476756008247724,"factual",195
"White",3.4,29,0.413274698861135,"factual",196
"White",2.9,35,0.439556034895517,"factual",197
"White",3.1,32,0.420263697053215,"factual",198
"White",2.3,27,0.265169453629466,"factual",199
"White",3,38,0.496421034960441,"factual",200
"White",2.7,31,0.35866945220851,"factual",201
"White",3,38,0.496421034960441,"factual",202
"White",3.9,28.5,0.467457342028284,"factual",203
"White",2.6,34,0.388780035840978,"factual",204
"White",3,31,0.39383438702779,"factual",205
"White",2.9,33,0.410456090948388,"factual",206
"White",2.7,35,0.415102434640672,"factual",207
"White",2.8,32.5,0.391304296909398,"factual",208
"White",2.6,36,0.417431335507245,"factual",209
"White",3.4,37,0.531463497489171,"factual",210
"White",3.2,33,0.447158254467984,"factual",211
"White",2.9,37,0.469077546457515,"factual",212
"White",2.8,25.5,0.297602743361723,"factual",213
"White",2.6,38,0.446651140753342,"factual",214
"White",2.7,34,0.400719160244081,"factual",215
"White",2.9,35,0.439556034895517,"factual",216
"White",2.8,29.5,0.349666095410802,"factual",217
"White",3,41,0.540997294526628,"factual",218
"White",3.2,35,0.476756008247724,"factual",219
"White",2.9,34,0.424941038404074,"factual",220
"White",2.6,42,0.506005102255457,"factual",221
"White",3.1,30.5,0.398665621746035,"factual",222
"White",2.5,41,0.478635465455819,"factual",223
"White",3.5,31.5,0.462178552424985,"factual",224
"White",3.7,35,0.539126179662923,"factual",225
"White",3.3,31,0.430134669211574,"factual",226
"White",3.1,39,0.52378594830862,"factual",227
"White",2.9,39,0.498817080336959,"factual",228
"White",2.6,40,0.476244243851217,"factual",229
"White",3.8,40,0.623537269623617,"factual",230
"White",3.2,33,0.447158254467984,"factual",231
"White",3.3,32,0.44479012974456,"factual",232
"White",3.3,39,0.548636477005687,"factual",233
"White",2.7,39,0.473854110881368,"factual",234
"White",3.3,33,0.459542259583161,"factual",235
"White",3.7,38,0.583096915395176,"factual",236
"White",3.6,40,0.599802470061218,"factual",237
"White",3.4,38,0.546261956004079,"factual",238
"White",3,33,0.422600632850946,"factual",239
"White",3.2,40,0.551008785278917,"factual",240
"Black",2.8,29,0.132559017652514,"factual",241
"White",3.5,33,0.484445473025512,"factual",242
"White",3.4,40,0.575589792519427,"factual",243
"White",3.1,36,0.479147448702598,"factual",244
"Black",2.8,25,0.10747925679254,"factual",245
"White",3.6,39,0.585424966392924,"factual",246
"White",3.7,41,0.625784423842077,"factual",247
"White",3.9,36,0.578429778232957,"factual",248
"White",3.2,44,0.608968828679089,"factual",249
"White",3.5,42,0.616279138877612,"factual",250
"White",3.3,46,0.648412775789812,"factual",251
"White",2.2,40,0.426782839132815,"factual",252
"White",3.8,41,0.637411665684913,"factual",253
"White",3.4,37,0.531463497489171,"factual",254
"White",3.5,40,0.58774920836187,"factual",255
"White",3.7,36,0.553885771249107,"factual",256
"White",3.5,42,0.616279138877612,"factual",257
"White",2.9,35.5,0.446904683800715,"factual",258
"White",3.9,37,0.592881170051337,"factual",259
"White",2.3,48,0.557605349215824,"factual",260
"White",3.1,37,0.494025153956732,"factual",261
"White",3.9,35,0.563842784479619,"factual",262
"White",3.9,47,0.725412365243376,"factual",263
"White",2.8,41,0.516097140745154,"factual",264
"White",3.5,40,0.58774920836187,"factual",265
"White",3.4,44,0.632493085312985,"factual",266
"White",3,38,0.496421034960441,"factual",267
"White",3.6,39,0.585424966392924,"factual",268
"Black",3.4,28,0.162705293999344,"factual",269
"White",2.5,46,0.552871667915611,"factual",270
"White",3,42,0.555746341205445,"factual",271
"White",3.7,34,0.524297659847413,"factual",272
"White",3.3,38,0.533849375926743,"factual",273
"White",3.9,33,0.534359887044209,"factual",274
"White",3.3,38,0.533849375926743,"factual",275
"White",3.9,34,0.549144470509244,"factual",276
"White",3.7,37,0.568550956809039,"factual",277
"White",3.2,45,0.623055560532197,"factual",278
"White",3.2,41,0.56569438907178,"factual",279
"White",3.7,36,0.553885771249107,"factual",280
"White",3.5,45,0.657564361142636,"factual",281
"White",4.1,44,0.709455882923688,"factual",282
"White",3.5,41,0.602100892305627,"factual",283
"White",3.5,39.5,0.580515375073328,"factual",284
"White",3.4,41,0.590069544154612,"factual",285
"White",3.6,44,0.655402957122187,"factual",286
"White",3.3,40.5,0.570649149606912,"factual",287
"White",3.6,42,0.628026166420887,"factual",288
"White",2,40,0.40252946371369,"factual",289
"White",3.4,45,0.646224685542358,"factual",290
"White",3.8,40,0.623537269623617,"factual",291
"White",3.7,36,0.553885771249107,"factual",292
"White",3.2,34,0.461923580989951,"factual",293
"White",3.5,37,0.543885328388349,"factual",294
"Black",2.8,23,0.096575446345005,"factual",295
"White",3.4,38,0.546261956004079,"factual",296
"White",3.5,40,0.58774920836187,"factual",297
"White",3.4,39,0.560979114940055,"factual",298
"White",3.2,40,0.551008785278917,"factual",299
"White",2.9,33,0.410456090948388,"factual",300
"White",3.8,38,0.595192515145037,"factual",301
"White",3.8,43,0.664466745962138,"factual",302
"White",3.5,38,0.558617287556065,"factual",303
"White",3.3,35,0.489234325063854,"factual",304
"White",3.3,39,0.548636477005687,"factual",305
"White",3.8,40,0.623537269623617,"factual",306
"White",3.3,33,0.459542259583161,"factual",307
"White",3.2,37,0.506517919194709,"factual",308
"White",2.6,30,0.333882810832221,"factual",309
"White",3.2,38,0.521394739772285,"factual",310
"White",3,40,0.526176066832885,"factual",311
"White",3.7,34,0.524297659847413,"factual",312
"White",3.9,42,0.662326536276027,"factual",313
"White",2.8,35.5,0.434587391926857,"factual",314
"White",2.7,32.5,0.379468061502902,"factual",315
"White",3,30,0.379709637366078,"factual",316
"White",3.7,35,0.539126179662923,"factual",317
"White",3.5,35,0.514215666515425,"factual",318
"White",3.4,37,0.531463497489171,"factual",319
"Black",2.7,28,0.120463179835363,"factual",320
"White",3,38,0.496421034960441,"factual",321
"White",2.7,33,0.386504932267856,"factual",322
"White",2.9,47,0.615793865074379,"factual",323
"White",2.8,38,0.471465175503947,"factual",324
"White",3.4,34,0.486839597026567,"factual",325
"Black",2.5,29,0.116249037456049,"factual",326
"White",3.2,40,0.551008785278917,"factual",327
"White",2.7,30,0.345087897156423,"factual",328
"White",3.8,33,0.521906675457964,"factual",329
"White",2.3,36,0.381485446660754,"factual",330
"White",2.9,35,0.439556034895517,"factual",331
"White",2.9,30,0.368012078591432,"factual",332
"White",2.7,27,0.305896101583025,"factual",333
"White",3.2,38,0.521394739772285,"factual",334
"White",2.1,28.5,0.263107162611739,"factual",335
"White",3.3,37,0.51900255037848,"factual",336
"White",2.4,39,0.436691591974139,"factual",337
"White",2.4,41,0.466180746064017,"factual",338
"White",2.6,45,0.550501172939205,"factual",339
"White",3.4,33,0.471976432195807,"factual",340
"White",3.7,40,0.611736122009854,"factual",341
"White",3.1,36,0.479147448702598,"factual",342
"White",3.2,36,0.49162954733746,"factual",343
"White",3.8,36,0.566198364236393,"factual",344
"White",3.3,36,0.504122090748564,"factual",345
"White",3.4,42,0.604394820613303,"factual",346
"White",3.6,40,0.599802470061218,"factual",347
"White",3.8,37,0.580765153185158,"factual",348
"White",3.6,45,0.66872688967168,"factual",349
"White",2.4,30.5,0.318463084435317,"factual",350
"White",3,38,0.496421034960441,"factual",351
"Black",2.5,25,0.0939209644603664,"factual",352
"White",3,35,0.451901598239967,"factual",353
"Black",3,20,0.0899214012383767,"factual",354
"White",3.2,38,0.521394739772285,"factual",355
"White",3,44,0.584926953188966,"factual",356
"White",2.9,29,0.354272175612619,"factual",357
"White",2.6,45,0.550501172939205,"factual",358
"White",2.8,36,0.441918473305795,"factual",359
"Black",3,21,0.0949158763845767,"factual",360
"White",3.3,35,0.489234325063854,"factual",361
"White",3.1,36,0.479147448702598,"factual",362
"White",3.4,37,0.531463497489171,"factual",363
"White",3.4,33,0.471976432195807,"factual",364
"White",3.2,36,0.49162954733746,"factual",365
"White",3.4,42,0.604394820613303,"factual",366
"White",3.3,37,0.51900255037848,"factual",367
"White",3.3,33,0.459542259583161,"factual",368
"White",3.1,35,0.464306641098176,"factual",369
"White",3.7,28,0.435343722167457,"factual",370
"White",3.3,22.5,0.312695937594473,"factual",371
"White",3.6,41,0.614010112548522,"factual",372
"White",3,40,0.526176066832885,"factual",373
"White",3.5,40.5,0.594945337678211,"factual",374
"White",3.7,40,0.611736122009854,"factual",375
"Black",3.3,28,0.156011489000481,"factual",376
"White",2.4,41,0.466180746064017,"factual",377
"White",2.8,47,0.603904177077569,"factual",378
"White",2.5,38,0.434335349331527,"factual",379
"White",3.4,26.3,0.374900287197694,"factual",380
"White",3.3,43,0.606684163102556,"factual",381
"White",3.4,34,0.486839597026567,"factual",382
"White",3.6,40,0.599802470061218,"factual",383
"White",3.4,37,0.531463497489171,"factual",384
"White",2.8,35,0.427284813714261,"factual",385
"White",2.4,38,0.422100105466602,"factual",386
"White",3.6,44,0.655402957122187,"factual",387
"White",4,43,0.686371769758354,"factual",388
"White",3.4,42,0.604394820613303,"factual",389
"White",3,46,0.613523768732362,"factual",390
"White",3.5,43,0.630262414295859,"factual",391
"White",3,43,0.570397802755683,"factual",392
"White",3.7,41,0.625784423842077,"factual",393
"White",3.9,42,0.662326536276027,"factual",394
"White",2.8,28,0.329633226661269,"factual",395
"White",3.3,46,0.648412775789812,"factual",396
"White",3.5,45,0.657564361142636,"factual",397
"White",3.7,42,0.639623866914812,"factual",398
"White",3.6,42,0.628026166420887,"factual",399
"White",3.2,45,0.623055560532197,"factual",400
"White",3.5,42,0.616279138877612,"factual",401
"White",3.4,44,0.632493085312985,"factual",402
"White",3.5,41,0.602100892305627,"factual",403
"White",3.6,41,0.614010112548522,"factual",404
"Black",2.7,34,0.163734117426526,"factual",405
"Black",2.7,32,0.148070039924467,"factual",406
"White",3,47,0.627546770241774,"factual",407
"White",3.4,44,0.632493085312985,"factual",408
"White",3,39.5,0.518746467110571,"factual",409
"White",3.5,41,0.602100892305627,"factual",410
"White",2.9,29.5,0.361113715761648,"factual",411
"White",3.6,45,0.66872688967168,"factual",412
"White",3.7,43,0.653235104954443,"factual",413
"White",3.2,44,0.608968828679089,"factual",414
"White",3,46,0.613523768732362,"factual",415
"White",3.6,39,0.585424966392924,"factual",416
"White",3.3,43,0.606684163102556,"factual",417
"White",3.6,42,0.628026166420887,"factual",418
"White",3.7,48,0.717294454658702,"factual",419
"White",2.5,33,0.363090618485631,"factual",420
"White",3.8,40,0.623537269623617,"factual",421
"White",3.4,38.5,0.553632287126056,"factual",422
"White",3.6,40,0.599802470061218,"factual",423
"White",3.6,41,0.614010112548522,"factual",424
"White",3.4,43,0.618543113362036,"factual",425
"White",3.6,42,0.628026166420887,"factual",426
"White",3.9,38,0.607173603036247,"factual",427
"White",2.5,35.5,0.398173893796252,"factual",428
"White",3.7,37,0.568550956809039,"factual",429
"White",3.5,42,0.616279138877612,"factual",430
"White",3.6,42,0.628026166420887,"factual",431
"White",3.3,45,0.634718098238497,"factual",432
"White",3.1,42,0.568047629677834,"factual",433
"White",3.2,43,0.594698112059279,"factual",434
"White",2.6,31,0.347257201163279,"factual",435
"White",3.7,39,0.597499646535722,"factual",436
"White",3.1,47,0.639150829538991,"factual",437
"White",3.8,41,0.637411665684913,"factual",438
"White",3.6,33,0.4969339096875,"factual",439
"White",3.4,42,0.604394820613303,"factual",440
"White",3.3,46,0.648412775789812,"factual",441
"White",3.3,32.3,0.449206763790543,"factual",442
"White",3.5,37,0.543885328388349,"factual",443
"White",3.9,39,0.621284787729512,"factual",444
"White",3.4,42,0.604394820613303,"factual",445
"Black",2.4,28.5,0.108303026120066,"factual",446
"White",3.6,44,0.655402957122187,"factual",447
"White",3.6,40,0.599802470061218,"factual",448
"White",3.7,39,0.597499646535722,"factual",449
"White",2.6,28.5,0.314317151452181,"factual",450
"White",3.2,44,0.608968828679089,"factual",451
"White",3.4,40,0.575589792519427,"factual",452
"White",3,46,0.613523768732362,"factual",453
"White",3.7,42,0.639623866914812,"factual",454
"White",3.7,40,0.611736122009854,"factual",455
"White",3.6,41,0.614010112548522,"factual",456
"White",3.5,46,0.670846693197685,"factual",457
"Black",2.5,42,0.221976478074698,"factual",458
"White",3,37,0.481539845245668,"factual",459
"White",2.9,39,0.498817080336959,"factual",460
"White",2.5,31,0.336017816774131,"factual",461
"White",2.9,36,0.454276606091636,"factual",462
"White",3.3,32.5,0.45215568633264,"factual",463
"White",2.3,35,0.367535050867679,"factual",464
"White",2.9,41,0.528564986390048,"factual",465
"White",2.9,30.3,0.372177382619019,"factual",466
"White",3.2,37,0.506517919194709,"factual",467
"White",3.8,36,0.566198364236393,"factual",468
"White",3.1,36,0.479147448702598,"factual",469
"White",2.9,39,0.498817080336959,"factual",470
"White",3.2,29.3,0.393523746689869,"factual",471
"White",3.2,35,0.476756008247724,"factual",472
"White",3.3,33.5,0.466946651567229,"factual",473
"White",3.4,34,0.486839597026567,"factual",474
"White",2.8,38,0.471465175503947,"factual",475
"White",2.5,37,0.419763925321237,"factual",476
"White",2.8,34.3,0.417114890371383,"factual",477
"White",2.8,41,0.516097140745154,"factual",478
"White",3.5,26,0.382454079150808,"factual",479
"White",2.9,36,0.454276606091636,"factual",480
"White",2.8,34,0.412777320687575,"factual",481
"White",2.7,38,0.459032762732538,"factual",482
"White",2.6,38,0.446651140753342,"factual",483
"White",2.9,35,0.439556034895517,"factual",484
"White",3.5,35,0.514215666515425,"factual",485
"White",2.7,46,0.577428902304446,"factual",486
"White",3,35,0.451901598239967,"factual",487
"White",2.1,33,0.318240482935114,"factual",488
"White",3.2,35,0.476756008247724,"factual",489
"White",3.3,28,0.386991516021667,"factual",490
"White",2.9,36,0.454276606091636,"factual",491
"White",2.9,35,0.439556034895517,"factual",492
"White",3.8,32,0.507030722419275,"factual",493
"White",2.9,32,0.396124777060456,"factual",494
"White",3.3,40,0.563338183221108,"factual",495
"White",3.9,31,0.504634948791589,"factual",496
"White",3.6,35,0.526687530884991,"factual",497
"White",3.1,32,0.420263697053215,"factual",498
"Black",2.5,29,0.116249037456049,"factual",499
"White",2.8,35,0.427284813714261,"factual",500
"White",3.4,40,0.575589792519427,"factual",501
"Black",3.3,34,0.209017035383176,"factual",502
"Black",3.5,27,0.161403804365566,"factual",503
"Black",3.3,30,0.172345723860041,"factual",504
"Black",2.2,31,0.113121514941004,"factual",505
"Black",2.7,23.3,0.093810273515659,"factual",506
"Black",3.2,29,0.157277652220494,"factual",507
"Black",2.3,33,0.131226737938098,"factual",508
"Black",3.2,39,0.252930421975005,"factual",509
"Black",2.6,32.5,0.145540644913037,"factual",510
"Black",2.9,32,0.161126309197094,"factual",511
"Black",3.1,31,0.166660501424023,"factual",512
"White",3,37,0.481539845245668,"factual",513
"White",3,30.5,0.386748195880788,"factual",514
"Black",2.8,27,0.119451381863939,"factual",515
"Black",2.6,36,0.173422880031323,"factual",516
"Black",2.1,29,0.0972346754530972,"factual",517
"White",3.3,36,0.504122090748564,"factual",518
"Black",2.1,32.5,0.117131201198976,"factual",519
"White",3.6,23.5,0.359377637114599,"factual",520
"Black",2.9,31,0.153237706893811,"factual",521
"Black",3.1,31,0.166660501424023,"factual",522
"Black",2.7,30,0.133664988664397,"factual",523
"Black",2.9,31,0.153237706893811,"factual",524
"Black",2.7,29,0.126917454934497,"factual",525
"Black",2.8,28,0.125859203451849,"factual",526
"White",1.7,40,0.367058282351053,"factual",527
"Black",3.3,34,0.209017035383176,"factual",528
"Black",3.4,30,0.179591233426985,"factual",529
"Black",2.2,28.5,0.0990218373852879,"factual",530
"Black",2.2,36,0.146608215064445,"factual",531
"Black",2.8,31,0.146865084304959,"factual",532
"Black",2.2,31,0.113121514941004,"factual",533
"White",2.3,35,0.367535050867679,"factual",534
"Black",3.2,35,0.210606036073441,"factual",535
"Black",3.2,34,0.200875033080252,"factual",536
"Black",3.4,32,0.197815606297867,"factual",537
"White",2.7,37,0.444283543393928,"factual",538
"White",1.9,34.5,0.315942906879122,"factual",539
"White",2.7,36,0.429631858185027,"factual",540
"Black",3.6,26,0.160110734653772,"factual",541
"Black",3.1,34,0.192972815871467,"factual",542
"White",3.9,28,0.460051841019987,"factual",543
"Black",2.9,26,0.118446937750004,"factual",544
"Black",2.8,26.5,0.116354464184756,"factual",545
"Black",1.9,37,0.135659601461695,"factual",546
"Black",2.1,32,0.114086643269321,"factual",547
"Black",2.7,20,0.07838347990241,"factual",548
"White",2.4,31.5,0.331527219703518,"factual",549
"Black",3.7,33,0.233165220481556,"factual",550
"White",2.7,35,0.415102434640672,"factual",551
"Black",2,31.5,0.106270665109949,"factual",552
"Black",3.5,23.3,0.133751882743234,"factual",553
"Black",2.7,29,0.126917454934497,"factual",554
"Black",2.2,32,0.11923575844035,"factual",555
"White",2.5,39,0.449021160521815,"factual",556
"Black",2.2,33,0.125633663495311,"factual",557
"White",3,33,0.422600632850946,"factual",558
"Black",2.4,29.5,0.114190362307556,"factual",559
"Black",2.6,30,0.127983301664264,"factual",560
"Black",2.7,28,0.120463179835363,"factual",561
"Black",2.6,29,0.121482365736822,"factual",562
"White",2.5,30.3,0.326780706675468,"factual",563
"Black",2.6,32,0.141876314902188,"factual",564
"Black",3.1,26,0.129287552753826,"factual",565
"Black",3,32,0.167995887237764,"factual",566
"Black",3.4,32,0.197815606297867,"factual",567
"Black",2.2,39,0.170402035867488,"factual",568
"Black",2.6,29,0.121482365736822,"factual",569
"Black",3.6,30,0.19479141791475,"factual",570
"Black",2.9,36.5,0.200710418653523,"factual",571
"Black",2.7,24,0.0974149130554497,"factual",572
"Black",3.5,32,0.205865547690128,"factual",573
"Black",2.3,35,0.145413124915944,"factual",574
"Black",3.4,39,0.272277795915533,"factual",575
"Black",3,32,0.167995887237764,"factual",576
"Black",2.9,34,0.177883192186893,"factual",577
"Black",3,28,0.137272573915859,"factual",578
"Black",2.7,35,0.172053276308823,"factual",579
"White",3,32,0.408138842042538,"factual",580
"Black",3.3,30,0.172345723860041,"factual",581
"Black",3.1,28,0.143298880753913,"factual",582
"Black",3.6,23.5,0.141085945029118,"factual",583
"Black",2.9,39,0.225662918136853,"factual",584
"White",3.6,40,0.599802470061218,"factual",585
"Black",2.6,32,0.141876314902188,"factual",586
"White",2.8,35,0.427284813714261,"factual",587
"Black",2.5,30,0.122508973456648,"factual",588
"Black",2.9,33,0.169339798686757,"factual",589
"Black",3.5,23,0.131695234402679,"factual",590
"Black",2.6,29,0.121482365736822,"factual",591
"Black",2.7,32,0.148070039924467,"factual",592
"White",3,35,0.451901598239967,"factual",593
"Black",2.4,27.5,0.102684038475258,"factual",594
"Black",2.1,41,0.180400248059308,"factual",595
"Black",2.5,30,0.122508973456648,"factual",596
"Black",2.4,29,0.111212615774402,"factual",597
"Black",3.1,34,0.192972815871467,"factual",598
"Black",3.2,32,0.182432901528167,"factual",599
"Black",3,26,0.123765354765945,"factual",600
"Black",3.4,30,0.179591233426985,"factual",601
