"S","X1","X2","pred"
"White",34,2.7,0.400719160244076
"White",35,2.9,0.439556034895512
"White",29.5,2.8,0.349666095410796
"White",41,3,0.540997294526625
"White",35,3.2,0.47675600824772
"White",34,2.9,0.424941038404069
"White",42,2.6,0.506005102255452
"White",30.5,3.1,0.39866562174603
"White",41,2.5,0.478635465455814
"White",31.5,3.5,0.462178552424981
"White",35,3.7,0.53912617966292
"White",31,3.3,0.43013466921157
"White",39,3.1,0.523785948308617
"White",39,2.9,0.498817080336955
"White",40,2.6,0.476244243851213
"White",40,3.8,0.623537269623616
"White",33,3.2,0.44715825446798
"White",32,3.3,0.444790129744555
"White",39,3.3,0.548636477005684
"White",39,2.7,0.473854110881364
"White",33,3.3,0.459542259583157
"White",38,3.7,0.583096915395174
"White",40,3.6,0.599802470061217
"White",38,3.4,0.546261956004076
"White",33,3,0.422600632850941
"White",40,3.2,0.551008785278914
"Black",29,2.8,0.132559017652513
"White",33,3.5,0.484445473025509
"White",40,3.4,0.575589792519425
"White",36,3.1,0.479147448702594
"Black",25,2.8,0.107479256792539
"White",39,3.6,0.585424966392922
"White",41,3.7,0.625784423842076
"White",36,3.9,0.578429778232956
"White",44,3.2,0.608968828679088
"White",42,3.5,0.61627913887761
"White",46,3.3,0.648412775789811
"White",40,2.2,0.426782839132809
"White",41,3.8,0.637411665684912
"White",37,3.4,0.531463497489169
"White",40,3.5,0.587749208361868
"White",36,3.7,0.553885771249104
"White",42,3.5,0.61627913887761
"White",35.5,2.9,0.44690468380071
"White",37,3.9,0.592881170051336
"White",48,2.3,0.557605349215821
"White",37,3.1,0.494025153956728
"White",35,3.9,0.563842784479617
"White",47,3.9,0.725412365243378
"White",41,2.8,0.516097140745151
"White",40,3.5,0.587749208361868
"White",44,3.4,0.632493085312984
"White",38,3,0.496421034960437
"White",39,3.6,0.585424966392922
"Black",28,3.4,0.162705293999344
"White",46,2.5,0.552871667915608
"White",42,3,0.555746341205442
"White",34,3.7,0.52429765984741
"White",38,3.3,0.53384937592674
"White",33,3.9,0.534359887044207
"White",38,3.3,0.53384937592674
"White",34,3.9,0.549144470509242
"White",37,3.7,0.568550956809037
"White",45,3.2,0.623055560532196
"White",41,3.2,0.565694389071778
"White",36,3.7,0.553885771249104
"White",45,3.5,0.657564361142636
"White",44,4.1,0.709455882923688
"White",41,3.5,0.602100892305626
"White",39.5,3.5,0.580515375073326
"White",41,3.4,0.59006954415461
"White",44,3.6,0.655402957122186
"White",40.5,3.3,0.57064914960691
"White",42,3.6,0.628026166420886
"White",40,2,0.402529463713684
"White",45,3.4,0.646224685542358
"White",40,3.8,0.623537269623616
"White",36,3.7,0.553885771249104
"White",34,3.2,0.461923580989946
"White",37,3.5,0.543885328388346
"Black",23,2.8,0.0965754463450039
"White",38,3.4,0.546261956004076
"White",40,3.5,0.587749208361868
"White",39,3.4,0.560979114940052
"White",40,3.2,0.551008785278914
"White",33,2.9,0.410456090948383
"White",38,3.8,0.595192515145035
"White",43,3.8,0.664466745962138
"White",38,3.5,0.558617287556062
"White",35,3.3,0.489234325063851
"White",39,3.3,0.548636477005684
"White",40,3.8,0.623537269623616
"White",33,3.3,0.459542259583157
"White",37,3.2,0.506517919194706
"White",30,2.6,0.333882810832215
"White",38,3.2,0.521394739772282
"White",40,3,0.526176066832882
"White",34,3.7,0.52429765984741
"White",42,3.9,0.662326536276027
"White",35.5,2.8,0.434587391926852
"White",32.5,2.7,0.379468061502896
"White",30,3,0.379709637366072
"White",35,3.7,0.53912617966292
"White",35,3.5,0.514215666515422
"White",37,3.4,0.531463497489169
"Black",28,2.7,0.120463179835362
"White",38,3,0.496421034960437
"White",33,2.7,0.386504932267851
"White",47,2.9,0.615793865074377
"White",38,2.8,0.471465175503942
"White",34,3.4,0.486839597026563
"Black",29,2.5,0.116249037456048
"White",40,3.2,0.551008785278914
"White",30,2.7,0.345087897156417
"White",33,3.8,0.521906675457961
"White",36,2.3,0.381485446660748
"White",35,2.9,0.439556034895512
"White",30,2.9,0.368012078591426
"White",27,2.7,0.305896101583019
"White",38,3.2,0.521394739772282
"White",28.5,2.1,0.263107162611732
"White",37,3.3,0.519002550378476
"White",39,2.4,0.436691591974134
"White",41,2.4,0.466180746064012
"White",45,2.6,0.550501172939201
"White",33,3.4,0.471976432195804
"White",40,3.7,0.611736122009853
"White",36,3.1,0.479147448702594
"White",36,3.2,0.491629547337456
"White",36,3.8,0.566198364236391
"White",36,3.3,0.50412209074856
"White",42,3.4,0.604394820613301
"White",40,3.6,0.599802470061217
"White",37,3.8,0.580765153185157
"White",45,3.6,0.66872688967168
"White",30.5,2.4,0.318463084435311
"White",38,3,0.496421034960437
"Black",25,2.5,0.0939209644603652
"White",35,3,0.451901598239963
"Black",20,3,0.0899214012383757
"White",38,3.2,0.521394739772282
"White",44,3,0.584926953188963
"White",29,2.9,0.354272175612613
"White",45,2.6,0.550501172939201
"White",36,2.8,0.44191847330579
"Black",21,3,0.0949158763845757
"White",35,3.3,0.489234325063851
"White",36,3.1,0.479147448702594
"White",37,3.4,0.531463497489169
"White",33,3.4,0.471976432195804
"White",36,3.2,0.491629547337456
"White",42,3.4,0.604394820613301
"White",37,3.3,0.519002550378476
"White",33,3.3,0.459542259583157
"White",35,3.1,0.464306641098171
"White",28,3.7,0.435343722167453
"White",22.5,3.3,0.312695937594467
"White",41,3.6,0.61401011254852
"White",40,3,0.526176066832882
"White",40.5,3.5,0.594945337678209
"White",40,3.7,0.611736122009853
"Black",28,3.3,0.156011489000481
"White",41,2.4,0.466180746064012
"White",47,2.8,0.603904177077566
"White",38,2.5,0.434335349331522
"White",26.3,3.4,0.374900287197689
"White",43,3.3,0.606684163102554
"White",34,3.4,0.486839597026563
"White",40,3.6,0.599802470061217
"White",37,3.4,0.531463497489169
"White",35,2.8,0.427284813714256
"White",38,2.4,0.422100105466597
"White",44,3.6,0.655402957122186
"White",43,4,0.686371769758355
"White",42,3.4,0.604394820613301
"White",46,3,0.61352376873236
"White",43,3.5,0.630262414295858
"White",43,3,0.57039780275568
"White",41,3.7,0.625784423842076
"White",42,3.9,0.662326536276027
"White",28,2.8,0.329633226661262
"White",46,3.3,0.648412775789811
"White",45,3.5,0.657564361142636
"White",42,3.7,0.639623866914811
"White",42,3.6,0.628026166420886
"White",45,3.2,0.623055560532196
"White",42,3.5,0.61627913887761
"White",44,3.4,0.632493085312984
"White",41,3.5,0.602100892305626
"White",41,3.6,0.61401011254852
"Black",34,2.7,0.163734117426525
"Black",32,2.7,0.148070039924467
"White",47,3,0.627546770241772
"White",44,3.4,0.632493085312984
"White",39.5,3,0.518746467110567
"White",41,3.5,0.602100892305626
"White",29.5,2.9,0.361113715761642
"White",45,3.6,0.66872688967168
"White",43,3.7,0.653235104954442
"White",44,3.2,0.608968828679088
"White",46,3,0.61352376873236
"White",39,3.6,0.585424966392922
"White",43,3.3,0.606684163102554
"White",42,3.6,0.628026166420886
"White",48,3.7,0.717294454658703
"White",33,2.5,0.363090618485625
"White",40,3.8,0.623537269623616
"White",38.5,3.4,0.553632287126054
"White",40,3.6,0.599802470061217
"White",41,3.6,0.61401011254852
"White",43,3.4,0.618543113362035
"White",42,3.6,0.628026166420886
"White",38,3.9,0.607173603036246
"White",35.5,2.5,0.398173893796246
"White",37,3.7,0.568550956809037
"White",42,3.5,0.61627913887761
"White",42,3.6,0.628026166420886
"White",45,3.3,0.634718098238496
"White",42,3.1,0.568047629677832
"White",43,3.2,0.594698112059277
"White",31,2.6,0.347257201163272
"White",39,3.7,0.59749964653572
"White",47,3.1,0.63915082953899
"White",41,3.8,0.637411665684912
"White",33,3.6,0.496933909687496
"White",42,3.4,0.604394820613301
"White",46,3.3,0.648412775789811
"White",32.3,3.3,0.449206763790539
"White",37,3.5,0.543885328388346
"White",39,3.9,0.621284787729511
"White",42,3.4,0.604394820613301
"Black",28.5,2.4,0.108303026120065
"White",44,3.6,0.655402957122186
"White",40,3.6,0.599802470061217
"White",39,3.7,0.59749964653572
"White",28.5,2.6,0.314317151452175
"White",44,3.2,0.608968828679088
"White",40,3.4,0.575589792519425
"White",46,3,0.61352376873236
"White",42,3.7,0.639623866914811
"White",40,3.7,0.611736122009853
"White",41,3.6,0.61401011254852
"White",46,3.5,0.670846693197685
"Black",42,2.5,0.221976478074699
"White",37,3,0.481539845245664
"White",39,2.9,0.498817080336955
"White",31,2.5,0.336017816774124
"White",36,2.9,0.454276606091631
"White",32.5,3.3,0.452155686332636
"White",35,2.3,0.367535050867673
"White",41,2.9,0.528564986390045
"White",30.3,2.9,0.372177382619013
"White",37,3.2,0.506517919194706
"White",36,3.8,0.566198364236391
"White",36,3.1,0.479147448702594
"White",39,2.9,0.498817080336955
"White",29.3,3.2,0.393523746689864
"White",35,3.2,0.47675600824772
"White",33.5,3.3,0.466946651567225
"White",34,3.4,0.486839597026563
"White",38,2.8,0.471465175503942
"White",37,2.5,0.419763925321231
"White",34.3,2.8,0.417114890371377
"White",41,2.8,0.516097140745151
"White",26,3.5,0.382454079150803
"White",36,2.9,0.454276606091631
"White",34,2.8,0.412777320687569
"White",38,2.7,0.459032762732534
"White",38,2.6,0.446651140753337
"White",35,2.9,0.439556034895512
"White",35,3.5,0.514215666515422
"White",46,2.7,0.577428902304444
"White",35,3,0.451901598239963
"White",33,2.1,0.318240482935107
"White",35,3.2,0.47675600824772
"White",28,3.3,0.386991516021661
"White",36,2.9,0.454276606091631
"White",35,2.9,0.439556034895512
"White",32,3.8,0.507030722419272
"White",32,2.9,0.396124777060451
"White",40,3.3,0.563338183221106
"White",31,3.9,0.504634948791586
"White",35,3.6,0.526687530884988
"White",32,3.1,0.42026369705321
"Black",29,2.5,0.116249037456048
"White",35,2.8,0.427284813714256
"White",40,3.4,0.575589792519425
"Black",34,3.3,0.209017035383177
"Black",27,3.5,0.161403804365566
"Black",30,3.3,0.172345723860042
"Black",31,2.2,0.113121514941003
"Black",23.3,2.7,0.0938102735156579
"Black",29,3.2,0.157277652220494
"Black",33,2.3,0.131226737938097
"Black",39,3.2,0.252930421975007
"Black",32.5,2.6,0.145540644913037
"Black",32,2.9,0.161126309197094
"Black",31,3.1,0.166660501424023
"White",37,3,0.481539845245664
"White",30.5,3,0.386748195880783
"Black",27,2.8,0.119451381863939
"Black",36,2.6,0.173422880031323
"Black",29,2.1,0.0972346754530959
"White",36,3.3,0.50412209074856
"Black",32.5,2.1,0.117131201198975
"White",23.5,3.6,0.359377637114594
"Black",31,2.9,0.153237706893811
"Black",31,3.1,0.166660501424023
"Black",30,2.7,0.133664988664396
"Black",31,2.9,0.153237706893811
"Black",29,2.7,0.126917454934496
"Black",28,2.8,0.125859203451848
"White",40,1.7,0.367058282351046
"Black",34,3.3,0.209017035383177
"Black",30,3.4,0.179591233426986
"Black",28.5,2.2,0.0990218373852866
"Black",36,2.2,0.146608215064444
"Black",31,2.8,0.146865084304959
"Black",31,2.2,0.113121514941003
"White",35,2.3,0.367535050867673
"Black",35,3.2,0.210606036073442
"Black",34,3.2,0.200875033080252
"Black",32,3.4,0.197815606297868
"White",37,2.7,0.444283543393923
"White",34.5,1.9,0.315942906879115
"White",36,2.7,0.429631858185022
"Black",26,3.6,0.160110734653772
"Black",34,3.1,0.192972815871468
"White",28,3.9,0.460051841019983
"Black",26,2.9,0.118446937750003
"Black",26.5,2.8,0.116354464184755
"Black",37,1.9,0.135659601461694
"Black",32,2.1,0.11408664326932
"Black",20,2.7,0.0783834799024089
"White",31.5,2.4,0.331527219703511
"Black",33,3.7,0.233165220481557
"White",35,2.7,0.415102434640667
"Black",31.5,2,0.106270665109948
"Black",23.3,3.5,0.133751882743233
"Black",29,2.7,0.126917454934496
"Black",32,2.2,0.119235758440349
"White",39,2.5,0.44902116052181
"Black",33,2.2,0.12563366349531
"White",33,3,0.422600632850941
"Black",29.5,2.4,0.114190362307555
"Black",30,2.6,0.127983301664263
"Black",28,2.7,0.120463179835362
"Black",29,2.6,0.121482365736821
"White",30.3,2.5,0.326780706675462
"Black",32,2.6,0.141876314902187
"Black",26,3.1,0.129287552753826
"Black",32,3,0.167995887237764
"Black",32,3.4,0.197815606297868
"Black",39,2.2,0.170402035867488
"Black",29,2.6,0.121482365736821
"Black",30,3.6,0.194791417914751
"Black",36.5,2.9,0.200710418653523
"Black",24,2.7,0.0974149130554487
"Black",32,3.5,0.205865547690129
"Black",35,2.3,0.145413124915943
"Black",39,3.4,0.272277795915535
"Black",32,3,0.167995887237764
"Black",34,2.9,0.177883192186893
"Black",28,3,0.137272573915858
"Black",35,2.7,0.172053276308823
"White",32,3,0.408138842042532
"Black",30,3.3,0.172345723860042
"Black",28,3.1,0.143298880753913
"Black",23.5,3.6,0.141085945029117
"Black",39,2.9,0.225662918136854
"White",40,3.6,0.599802470061217
"Black",32,2.6,0.141876314902187
"White",35,2.8,0.427284813714256
"Black",30,2.5,0.122508973456647
"Black",33,2.9,0.169339798686757
"Black",23,3.5,0.131695234402678
"Black",29,2.6,0.121482365736821
"Black",32,2.7,0.148070039924467
"White",35,3,0.451901598239963
"Black",27.5,2.4,0.102684038475257
"Black",41,2.1,0.180400248059308
"Black",30,2.5,0.122508973456647
"Black",29,2.4,0.111212615774401
"Black",34,3.1,0.192972815871468
"Black",32,3.2,0.182432901528167
"Black",26,3,0.123765354765944
"Black",30,3.4,0.179591233426986
"White",40,3.7,0.611736122009853
"White",46,4,0.723499133435555
"White",44.5,3.6,0.662097078974337
"Black",33,3.3,0.199340911636246
"White",47,3.7,0.705062391337521
"Black",35.5,3.6,0.251316635917406
"White",45,3.1,0.611248727049141
"White",41,3.2,0.565694389071778
"White",42,4,0.673410929683409
"White",46,3.7,0.692527940868948
"White",46,2.6,0.56519027803944
"White",45,3.4,0.646224685542358
"White",45,3.6,0.66872688967168
"White",48,3.6,0.707051540581782
"White",41,3.7,0.625784423842076
"White",41,3.6,0.61401011254852
"White",45,3.6,0.66872688967168
"White",46,3.6,0.681785778228269
"White",45,3.8,0.690483345066252
"White",45,3.4,0.646224685542358
"White",43,3.8,0.664466745962138
"White",43,3.5,0.630262414295858
"White",41,3.5,0.602100892305626
"White",44,3.2,0.608968828679088
"Black",34,3.2,0.200875033080252
"White",47,3.5,0.68386152272856
"White",39,3.9,0.621284787729511
"White",45,3.7,0.679702787975236
"White",34,3.6,0.511821191174066
"White",45,3.5,0.657564361142636
"White",39,3.8,0.609457255737562
"White",42,3.6,0.628026166420886
"White",39.5,3.6,0.592633547211876
"Black",28,3.1,0.143298880753913
"White",42,3.1,0.568047629677832
"Black",29,2.6,0.121482365736821
"White",42,3.6,0.628026166420886
"White",44,3.6,0.655402957122186
"White",42,3.8,0.651060875754465
"White",40,3.3,0.563338183221106
"White",42,3.6,0.628026166420886
"Black",34,3.7,0.243982878432657
"White",44,3.6,0.655402957122186
"Black",24,3.9,0.16429672178083
"Black",38,3.4,0.260638106766701
"Black",36,3.5,0.247535998567069
"White",46,3.6,0.681785778228269
"White",42,3,0.555746341205442
"White",37,3.6,0.556252804892155
"White",37,3.7,0.568550956809037
"White",43,3.7,0.653235104954442
"White",44,3.2,0.608968828679088
"White",45,2.9,0.587252018693304
"White",41,3.2,0.565694389071778
"White",39,3.7,0.59749964653572
"White",41,3.9,0.648880341643816
"White",44,3.9,0.688431270144409
"White",45,3.2,0.623055560532196
"White",39.5,3.7,0.604640063641334
"White",42.5,3.7,0.646459165865403
"White",42,3.6,0.628026166420886
"White",39,3.4,0.560979114940052
"White",44,3.2,0.608968828679088
"White",43,3.7,0.653235104954442
"White",44,3.7,0.666600219017191
"White",42,3.1,0.568047629677832
"White",42,3.7,0.639623866914811
"White",40.5,3.6,0.606928909912027
"White",42,3.8,0.651060875754465
"White",46,3.5,0.670846693197685
"White",42,3.5,0.61627913887761
"White",44,3.8,0.677612610135813
"White",46,3.3,0.648412775789811
"White",46,3.4,0.659719246913698
"White",46,3.5,0.670846693197685
"White",41,3.8,0.637411665684912
"White",44,3.7,0.666600219017191
"White",41,3.3,0.57792942027829
"White",41,3.1,0.553378775110246
"White",48,3.4,0.685929964376976
"White",48,3.7,0.717294454658703
"White",35,3.5,0.514215666515422
"White",43,3.6,0.641830155308001
"White",40,3.9,0.635193629829903
"White",44,3.2,0.608968828679088
"White",43,3.5,0.630262414295858
"White",44,3.4,0.632493085312984
"White",41,3.7,0.625784423842076
"White",41,3.4,0.59006954415461
"White",38,3.6,0.5709004600298
"White",42,3.6,0.628026166420886
"White",46,3.5,0.670846693197685
"White",37.7,3.4,0.541829792718537
"White",40,3.8,0.623537269623616
"White",40,3.7,0.611736122009853
"White",42,3.9,0.662326536276027
"White",41,3.4,0.59006954415461
"White",42,3.3,0.59238587730821
"White",42,3.6,0.628026166420886
"White",42,3.3,0.59238587730821
"White",42,3.5,0.61627913887761
"White",41,3.7,0.625784423842076
"White",46,3.1,0.625303862258029
"White",32.5,3.1,0.42753585723927
"White",40,3.7,0.611736122009853
"White",38.5,3.6,0.578179619319037
"White",39,3.5,0.573246772282482
"White",44,3.1,0.597006153358794
"White",41,3.4,0.59006954415461
"White",43,3.4,0.618543113362035
"White",41,3.6,0.61401011254852
"White",44,3.3,0.620801949219511
"White",45,3.6,0.66872688967168
"White",41,3.6,0.61401011254852
"White",41,3,0.540997294526625
"White",40,3.8,0.623537269623616
"White",47,3.5,0.68386152272856
"White",36,2.8,0.44191847330579
"White",32,3.3,0.444790129744555
"White",39,2.8,0.486327068952084
"White",29.5,3.4,0.420513644306762
"White",35,3.6,0.526687530884988
"White",29,3.3,0.401211935987957
"White",39,2.4,0.436691591974134
"White",31,3.4,0.442424509883869
"White",39,3.7,0.59749964653572
"White",32,3.4,0.457162784227177
"White",37,2.9,0.469077546457511
"White",30,3.4,0.427786938088864
"White",38,2.7,0.459032762732534
"White",35,3.6,0.526687530884988
"White",34.5,2.5,0.383992100330141
"White",38,2.5,0.434335349331522
"Black",17.5,3.6,0.103062722352432
"White",37,3,0.481539845245664
"White",43,4,0.686371769758355
"White",36,3.1,0.479147448702594
"White",36,2.3,0.381485446660748
"White",41,2.5,0.478635465455814
"White",26,2.6,0.283146326336308
"White",39,2.8,0.486327068952084
"White",37,2.6,0.431982070638352
"White",36,2.6,0.41743133550724
"White",39,3.2,0.536233706793658
"White",37,3.3,0.519002550378476
"White",39,2.7,0.473854110881364
"White",33.5,3.4,0.479403456820998
"White",36,3.2,0.491629547337456
"White",40,3.8,0.623537269623616
"White",40,3.8,0.623537269623616
"White",28,3.3,0.386991516021661
"White",37,2.4,0.407643350460207
"White",35,3.1,0.464306641098171
"White",35.5,2.1,0.351380992161322
"White",38,3.3,0.53384937592674
"White",36,3.2,0.491629547337456
"White",28,3.3,0.386991516021661
"White",36,2.9,0.454276606091631
"White",37,2.6,0.431982070638352
"White",36,2.6,0.41743133550724
"White",34.5,3.3,0.48179594921523
"White",36,3,0.466691332241816
"White",35,3.7,0.53912617966292
"White",38,3.3,0.53384937592674
"White",34.5,2.7,0.407891072843145
"White",38,3,0.496421034960437
"White",37,4,0.604885254026624
"White",36,2.9,0.454276606091631
"White",39,3.7,0.59749964653572
"White",41,3.6,0.61401011254852
"White",37,2.6,0.431982070638352
"White",42,2.6,0.506005102255452
"White",36,2.7,0.429631858185022
"White",39,3.5,0.573246772282482
"White",35,3.4,0.501726072988384
"White",31,3.8,0.492142309639502
"White",33.5,3.5,0.491885926354523
"White",43,2.7,0.533338793899454
"White",23,3,0.28747328005045
"White",38,3.3,0.53384937592674
"White",41,2.7,0.503609224031148
"White",29.5,3.5,0.43273733693163
"White",33,3.5,0.484445473025509
"Black",28.5,3,0.140837514970482
"White",40,3,0.526176066832882
"White",39,3,0.511308568191982
"White",41,2.9,0.528564986390045
"Black",29,2.6,0.121482365736821
"White",33,3.5,0.484445473025509
"White",31,2.4,0.324961106239387
"White",37,3.3,0.519002550378476
"White",33,3.4,0.471976432195804
"White",34,3.6,0.511821191174066
"White",38,2.8,0.471465175503942
"White",34,3.7,0.52429765984741
"White",39,3.2,0.536233706793658
"White",34,3.4,0.486839597026563
"White",37,2.9,0.469077546457511
"White",43,3.7,0.653235104954442
"White",36,3.1,0.479147448702594
"White",35,3.6,0.526687530884988
"White",41,3.3,0.57792942027829
"White",38,3.3,0.53384937592674
"White",36,3.8,0.566198364236391
"White",37,3,0.481539845245664
"White",42,3.2,0.580265555698616
"White",39,2.8,0.486327068952084
"White",37,3.3,0.519002550378476
"White",37,2.6,0.431982070638352
"White",34,3.4,0.486839597026563
"White",37,3.5,0.543885328388346
