"S","X1","X2","pred"
"White",38,3.5,0.552151056683399
"White",42,3.1,0.567818250843756
"White",37,3.6,0.548216770350709
"Black",32,2.8,0.348069747027223
"White",39,3.6,0.584030785997991
"White",32,2.8,0.348069747027223
"White",41,3.1,0.549838475950257
"White",36,3.7,0.544276448099122
"White",38,3.4,0.538008027584741
"White",34,3.3,0.451041859351663
"White",38,3.6,0.56621021601546
"White",43,2.9,0.557695078418672
"White",35,3.7,0.526134619767264
"White",37,3.9,0.590150457206708
"White",40,3.2,0.545900581935467
"White",45,3.2,0.633858553368291
"White",39.5,3.3,0.550995041906486
"White",40,3.3,0.559999596440963
"White",38,3.4,0.538008027584741
"White",40,3.4,0.574002462289628
"White",36,3.7,0.544276448099122
"White",30,3.5,0.407543217217282
"White",37,3.7,0.562301530950508
"White",36,2.7,0.403037161800584
"White",35,2.9,0.412974171221166
"White",28.5,3.2,0.341941161873944
"White",39,2.4,0.414562917130762
"White",41,3.9,0.658436774700696
"White",29,3.5,0.390058095035717
"White",36.5,3.1,0.467994134561672
"White",39,3.8,0.611452499817231
"White",36,3,0.444799178964254
"White",36,2.9,0.430761068030135
"White",36,2.9,0.430761068030135
"White",37,2.8,0.434663412755744
"White",38,3.2,0.509560475714434
"White",31.5,3.1,0.379214374633445
"White",37,3.1,0.477083513537085
"White",26.7,3.3,0.325435567725757
"Black",32,3.7,0.471486621197404
"White",31,3,0.357463038361475
"White",32.7,3.1,0.400025311684589
"White",35,3.2,0.454981081922348
"White",31,3.2,0.384068940040252
"White",33,3,0.391617494352568
"White",33,3.1,0.405288194860657
"White",34.5,2.9,0.404162174183971
"White",39,4.1,0.651250610614953
"White",34,3.1,0.422982584055503
"White",34,2.8,0.381860088152538
"White",37,2.8,0.434663412755744
"White",25,3.2,0.287013049399651
"White",33,2.9,0.378114737498291
"White",34,3,0.409125631331092
"White",34,2.7,0.368489989690656
"White",30.5,3,0.349131061202249
"White",33,3.3,0.433054616331205
"White",34,2.9,0.395411552845125
"White",30,3.4,0.393846826045053
"White",38,2.4,0.396978424888552
"White",32.5,3.1,0.3965294184622
"White",40,4,0.654852537737787
"White",42,4,0.687039000269319
"White",35,3.2,0.454981081922348
"White",29,3.4,0.376575824642105
"White",35,2.9,0.412974171221166
"White",32,3.1,0.387836487403619
"White",27,2.3,0.217989957310329
"White",38,3,0.481050870612873
"White",31,2.7,0.319186794993308
"White",38,3,0.481050870612873
"White",28.5,3.9,0.436500294594623
"White",34,2.6,0.355318930232775
"White",31,3,0.357463038361475
"White",33,2.9,0.378114737498291
"White",35,2.7,0.385619533376741
"White",32.5,2.8,0.356390264734455
"White",36,2.6,0.389392675186823
"White",37,3.4,0.519836804759964
"White",33,3.2,0.419107364550537
"White",37,2.9,0.448728446977781
"White",25.5,2.8,0.249435411168883
"White",38,2.6,0.42458198470406
"White",34,2.7,0.368489989690656
"White",35,2.9,0.412974171221166
"White",29.5,2.8,0.307916623276727
"White",41,3,0.535683829238259
"White",35,3.2,0.454981081922348
"White",34,2.9,0.395411552845125
"White",42,2.6,0.496939205050104
"White",30.5,3.1,0.362201616179411
"White",41,2.5,0.464504781085117
"White",31.5,3.5,0.434202473518272
"White",35,3.7,0.526134619767264
"White",31,3.3,0.397648365798664
"White",39,3.1,0.513532679299191
"White",39,2.9,0.485020618623245
"White",40,2.6,0.460552779601484
"White",40,3.8,0.628633488925208
"White",33,3.2,0.419107364550537
"White",32,3.3,0.415242098950002
"White",39,3.3,0.54195693689209
"White",39,2.7,0.456605731565136
"White",33,3.3,0.433054616331205
"White",38,3.7,0.580163611501272
"White",40,3.6,0.601634339149324
"White",38,3.4,0.538008027584741
"White",33,3,0.391617494352568
"White",40,3.2,0.545900581935467
"Black",29,2.8,0.300199943281647
"White",33,3.5,0.461247944523675
"White",40,3.4,0.574002462289628
"White",36,3.1,0.458925946879032
"Black",25,2.8,0.242670432948863
"White",39,3.6,0.584030785997991
"White",41,3.7,0.63233713411909
"White",36,3.9,0.572400109561627
"White",44,3.2,0.61677193203519
"White",42,3.5,0.622721083574673
"White",46,3.3,0.663466994790735
"White",40,2.2,0.404614028625573
"White",41,3.8,0.645495225568739
"White",37,3.4,0.519836804759964
"White",40,3.5,0.587887642418485
"White",36,3.7,0.544276448099122
"White",42,3.5,0.622721083574673
"White",35.5,2.9,0.421842273456
"White",37,3.9,0.590150457206708
"White",48,2.3,0.563224759294722
"White",37,3.1,0.477083513537085
"White",35,3.9,0.554461383831086
"White",47,3.9,0.749126336280571
"White",41,2.8,0.507224245215909
"White",40,3.5,0.587887642418485
"White",44,3.4,0.643353312443823
"White",38,3,0.481050870612873
"White",39,3.6,0.584030785997991
"Black",28,3.4,0.35961286758149
"White",46,2.5,0.555388073378933
"White",42,3,0.553770135041589
"White",34,3.7,0.507923526826718
"White",38,3.3,0.523803558716633
"White",33,3.9,0.518201724599021
"White",38,3.3,0.523803558716633
"White",34,3.9,0.536379639034691
"White",37,3.7,0.562301530950508
"White",45,3.2,0.633858553368291
"White",41,3.2,0.56391289562021
"White",36,3.7,0.544276448099122
"White",45,3.5,0.672590546489669
"White",44,4.1,0.728935081519604
"White",41,3.5,0.605438244454753
"White",39.5,3.5,0.579024775035713
"White",41,3.4,0.59173373663468
"White",44,3.6,0.66908018793269
"White",40.5,3.3,0.568964835670223
"White",42,3.6,0.636025228800601
"White",40,2,0.377457083678634
"White",45,3.4,0.659908278765269
"White",40,3.8,0.628633488925208
"White",36,3.7,0.544276448099122
"White",34,3.2,0.436961789279442
"White",37,3.5,0.534054343410415
"Black",23,2.8,0.216875472648134
"White",38,3.4,0.538008027584741
"White",40,3.5,0.587887642418485
"White",39,3.4,0.556078824999321
"White",40,3.2,0.545900581935467
"White",33,2.9,0.378114737498291
"White",38,3.8,0.593990018036903
"White",43,3.8,0.67812539033226
"White",38,3.5,0.552151056683399
"White",35,3.3,0.469157965387345
"White",39,3.3,0.54195693689209
"White",40,3.8,0.628633488925208
"White",33,3.3,0.433054616331205
"White",37,3.2,0.491328241523791
"White",30,2.6,0.291628435175492
"White",38,3.2,0.509560475714434
"White",40,3,0.517503174174709
"White",34,3.7,0.507923526826718
"White",42,3.9,0.674645668327618
"White",35.5,2.8,0.407996263332189
"White",32.5,2.7,0.343416503758975
"White",30,3,0.34089025688007
"White",35,3.7,0.526134619767264
"White",35,3.5,0.497638626587933
"White",37,3.4,0.519836804759964
"Black",28,2.7,0.273622047743916
"White",38,3,0.481050870612873
"White",33,2.7,0.35168579272349
"White",47,2.9,0.627980105482744
"White",38,2.8,0.452664125441742
"White",34,3.4,0.465200767024581
"Black",29,2.5,0.26552147538928
"White",40,3.2,0.545900581935467
"White",30,2.7,0.303550234015476
"White",33,3.8,0.503949764015787
"White",36,2.3,0.349557485263135
"White",35,2.9,0.412974171221166
"White",30,2.9,0.328193020698617
"White",27,2.7,0.259367267691881
"White",38,3.2,0.509560475714434
"White",28.5,2.1,0.217194265613873
"White",37,3.3,0.505587064529104
"White",39,2.4,0.414562917130762
"White",41,2.4,0.450349218432413
"White",45,2.6,0.551459123145134
"White",33,3.4,0.447108763724233
"White",40,3.7,0.615222612751276
"White",36,3.1,0.458925946879032
"White",36,3.2,0.473119046059341
"White",36,3.8,0.558385095808167
"White",36,3.3,0.48735572427854
"White",42,3.4,0.609229419220187
"White",40,3.6,0.601634339149324
"White",37,3.8,0.57628656805011
"White",45,3.6,0.685025613303683
"White",30.5,2.4,0.275858428815807
"White",38,3,0.481050870612873
"Black",25,2.5,0.212618510472316
"White",35,3,0.426867304435434
"Black",20,3,0.199615340212719
"White",38,3.2,0.509560475714434
"White",44,3,0.589473582472475
"White",29,2.9,0.312317654712467
"White",45,2.6,0.551459123145134
"White",36,2.8,0.416833374413028
"Black",21,3,0.211524059527343
"White",35,3.3,0.469157965387345
"White",36,3.1,0.458925946879032
"White",37,3.4,0.519836804759964
"White",33,3.4,0.447108763724233
"White",36,3.2,0.473119046059341
"White",42,3.4,0.609229419220187
"White",37,3.3,0.505587064529104
"White",33,3.3,0.433054616331205
"White",35,3.1,0.440876801003514
"White",28,3.7,0.399889462913639
"White",22.5,3.3,0.262069787067464
"White",41,3.6,0.618978939516006
"White",40,3,0.517503174174709
"White",40.5,3.5,0.596693884216681
"White",40,3.7,0.615222612751276
"Black",28,3.3,0.346584966773483
"White",41,2.4,0.450349218432413
"White",47,2.8,0.614560101276881
"White",38,2.5,0.41070993029514
"White",26.3,3.4,0.331582166941264
"White",43,3.3,0.6130074506299
"White",34,3.4,0.465200767024581
"White",40,3.6,0.601634339149324
"White",37,3.4,0.519836804759964
"White",35,2.8,0.399218248708077
"White",38,2.4,0.396978424888552
"White",44,3.6,0.66908018793269
"White",43,4,0.7025038410717
"White",42,3.4,0.609229419220187
"White",46,3,0.624258650004597
"White",43,3.5,0.639697407636371
"White",43,3,0.571715194334665
"White",41,3.7,0.63233713411909
"White",42,3.9,0.674645668327618
"White",28,2.8,0.285104008963198
"White",46,3.3,0.663466994790735
"White",45,3.5,0.672590546489669
"White",42,3.7,0.649124569175045
"White",42,3.6,0.636025228800601
"White",45,3.2,0.633858553368291
"White",42,3.5,0.622721083574673
"White",44,3.4,0.643353312443823
"White",41,3.5,0.605438244454753
"White",41,3.6,0.618978939516006
"Black",34,2.7,0.368489989690656
"Black",32,2.7,0.335241109633941
"White",47,3,0.64120565130775
"White",44,3.4,0.643353312443823
"White",39.5,3,0.508392406283607
"White",41,3.5,0.605438244454753
"White",29.5,2.9,0.320203296697017
"White",45,3.6,0.685025613303683
"White",43,3.7,0.665550907708516
"White",44,3.2,0.61677193203519
"White",46,3,0.624258650004597
"White",39,3.6,0.584030785997991
"White",43,3.3,0.6130074506299
"White",42,3.6,0.636025228800601
"White",48,3.7,0.7413152505184
"White",33,2.5,0.326135365372371
"White",40,3.8,0.628633488925208
"White",38.5,3.4,0.547058930857783
"White",40,3.6,0.601634339149324
"White",41,3.6,0.618978939516006
"White",43,3.4,0.626448654949558
"White",42,3.6,0.636025228800601
"White",38,3.9,0.607669003663034
"White",35.5,2.5,0.367403045784102
"White",37,3.7,0.562301530950508
"White",42,3.5,0.622721083574673
"White",42,3.6,0.636025228800601
"White",45,3.3,0.64699259230215
"White",42,3.1,0.567818250843756
"White",43,3.2,0.599391888065054
"White",31,2.6,0.306921516019613
"White",39,3.7,0.597818122124358
"White",47,3.1,0.654219910417023
"White",41,3.8,0.645495225568739
"White",33,3.6,0.475449753427595
"White",42,3.4,0.609229419220187
"White",46,3.3,0.663466994790735
"White",32.3,3.3,0.420564847067198
"White",37,3.5,0.534054343410415
"White",39,3.9,0.624914665585645
"White",42,3.4,0.609229419220187
"Black",28.5,2.4,0.247689485045445
"White",44,3.6,0.66908018793269
"White",40,3.6,0.601634339149324
"White",39,3.7,0.597818122124358
"White",28.5,2.6,0.269552561571773
"White",44,3.2,0.61677193203519
"White",40,3.4,0.574002462289628
"White",46,3,0.624258650004597
"White",42,3.7,0.649124569175045
"White",40,3.7,0.615222612751276
"White",41,3.6,0.618978939516006
"White",46,3.5,0.688445587351108
"Black",42,2.5,0.482686166798612
"White",37,3,0.462875966847558
"White",39,2.9,0.485020618623245
"White",31,2.5,0.294923380969992
"White",36,2.9,0.430761068030135
"White",32.5,3.3,0.424123715888233
"White",35,2.3,0.333161179403475
"White",41,2.9,0.521471460094928
"White",30.3,2.9,0.333035433414237
"White",37,3.2,0.491328241523791
"White",36,3.8,0.558385095808167
"White",36,3.1,0.458925946879032
"White",39,2.9,0.485020618623245
"White",29.3,3.2,0.355189275735157
"White",35,3.2,0.454981081922348
"White",33.5,3.3,0.442029226448781
"White",34,3.4,0.465200767024581
"White",38,2.8,0.452664125441742
"White",37,2.5,0.393179109219932
"White",34.3,2.8,0.387038152111338
"White",41,2.8,0.507224245215909
"White",26,3.5,0.339420157517725
"White",36,2.9,0.430761068030135
"White",34,2.8,0.381860088152538
"White",38,2.7,0.438573872316356
"White",38,2.6,0.42458198470406
"White",35,2.9,0.412974171221166
"White",35,3.5,0.497638626587933
"White",46,2.7,0.583350939925011
"White",35,3,0.426867304435434
"White",33,2.1,0.278106090154001
"White",35,3.2,0.454981081922348
"White",28,3.3,0.346584966773483
"White",36,2.9,0.430761068030135
"White",35,2.9,0.412974171221166
"White",32,3.8,0.485719461901946
"White",32,2.9,0.361122614201337
"White",40,3.3,0.559999596440963
"White",31,3.9,0.481749344809026
"White",35,3.6,0.51189628868837
"White",32,3.1,0.387836487403619
"Black",29,2.5,0.26552147538928
"White",35,2.8,0.399218248708077
"White",40,3.4,0.574002462289628
"Black",34,3.3,0.451041859351663
"Black",27,3.5,0.355960066942099
"Black",30,3.3,0.380315254015552
"Black",31,2.2,0.260627439683798
"Black",23.3,2.7,0.21096357962717
"Black",29,3.2,0.350193873157844
"Black",33,2.3,0.301577723724089
"Black",39,3.2,0.527767311720648
"Black",32.5,2.6,0.330672379197797
"Black",32,2.9,0.361122614201337
"Black",31,3.1,0.370667879060331
"White",37,3,0.462875966847558
"White",30.5,3,0.349131061202249
"Black",27,2.8,0.270473792483534
"Black",36,2.6,0.389392675186823
"Black",29,2.1,0.223458592903583
"White",36,3.3,0.48735572427854
"Black",32.5,2.1,0.270844123309633
"White",23.5,3.6,0.311914874382348
"Black",31,2.9,0.344471126492295
"Black",31,3.1,0.370667879060331
"Black",30,2.7,0.303550234015476
"Black",31,2.9,0.344471126492295
"Black",29,2.7,0.288355246270517
"Black",28,2.8,0.285104008963198
"White",40,1.7,0.338166688534357
"Black",34,3.3,0.451041859351663
"Black",30,3.4,0.393846826045053
"Black",28.5,2.2,0.227048496336181
"Black",36,2.2,0.336702334537482
"Black",31,2.8,0.331707637111644
"Black",31,2.2,0.260627439683798
"White",35,2.3,0.333161179403475
"Black",35,3.2,0.454981081922348
"Black",34,3.2,0.436961789279442
"Black",32,3.4,0.429155750830815
"White",37,2.7,0.420702795644606
"White",34.5,1.9,0.277168740190938
"White",36,2.7,0.403037161800584
"Black",26,3.6,0.352323956515155
"Black",34,3.1,0.422982584055503
"White",28,3.9,0.427551922720684
"Black",26,2.9,0.26734842832789
"Black",26.5,2.8,0.263338420938727
"Black",37,1.9,0.315138020998333
"Black",32,2.1,0.26370251352679
"Black",20,2.7,0.173672574448071
"White",31.5,2.4,0.290663859520935
"Black",33,3.7,0.489691381982675
"White",35,2.7,0.385619533376741
"Black",31.5,2,0.245951774986162
"Black",23.3,3.5,0.296752723488777
"Black",29,2.7,0.288355246270517
"Black",32,2.2,0.274925769419623
"White",39,2.5,0.428470486629253
"Black",33,2.2,0.289701169484998
"White",33,3,0.391617494352568
"Black",29.5,2.4,0.261529089028152
"Black",30,2.6,0.291628435175492
"Black",28,2.7,0.273622047743916
"Black",29,2.6,0.276793044346581
"White",30.3,2.5,0.284418890910751
"Black",32,2.6,0.322651285061652
"Black",26,3.1,0.290277217251175
"Black",32,3,0.374383872871307
"Black",32,3.4,0.429155750830815
"Black",39,2.2,0.387172451761535
"Black",29,2.6,0.276793044346581
"Black",30,3.6,0.421384796219553
"Black",36.5,2.9,0.439725012278732
"Black",24,2.7,0.219587641166314
"Black",32,3.5,0.443182276545379
"Black",35,2.3,0.333161179403475
"Black",39,3.4,0.556078824999321
"Black",32,3,0.374383872871307
"Black",34,2.9,0.395411552845125
"Black",28,3,0.308913518864372
"Black",35,2.7,0.385619533376741
"White",32,3,0.374383872871307
"Black",30,3.3,0.380315254015552
"Black",28,3.1,0.321221508230952
"Black",23.5,3.6,0.311914874382348
"Black",39,2.9,0.485020618623245
"White",40,3.6,0.601634339149324
"Black",32,2.6,0.322651285061652
"White",35,2.8,0.399218248708077
"Black",30,2.5,0.279986624569362
"Black",33,2.9,0.378114737498291
"Black",23,3.5,0.292206738638305
"Black",29,2.6,0.276793044346581
"Black",32,2.7,0.335241109633941
"White",35,3,0.426867304435434
"Black",27.5,2.4,0.234349833612977
"Black",41,2.1,0.408449465866119
"Black",30,2.5,0.279986624569362
"Black",29,2.4,0.254547352682045
"Black",34,3.1,0.422982584055503
"Black",32,3.2,0.40146229659421
"Black",26,3,0.278668127434102
"Black",30,3.4,0.393846826045053
"White",40,3.7,0.615222612751276
"White",46,4,0.746126829675253
"White",44.5,3.6,0.677104388575934
"Black",33,3.3,0.433054616331205
"White",47,3.7,0.727084159085733
"Black",35.5,3.6,0.521003301917927
"White",45,3.1,0.620522463110689
"White",41,3.2,0.56391289562021
"White",42,4,0.687039000269319
"White",46,3.7,0.712373929142158
"White",46,2.6,0.569424857745436
"White",45,3.4,0.659908278765269
"White",45,3.6,0.685025613303683
"White",48,3.6,0.730227306603345
"White",41,3.7,0.63233713411909
"White",41,3.6,0.618978939516006
"White",45,3.6,0.685025613303683
"White",46,3.6,0.700546580702512
"White",45,3.8,0.709105633927715
"White",45,3.4,0.659908278765269
"White",43,3.8,0.67812539033226
"White",43,3.5,0.639697407636371
"White",41,3.5,0.605438244454753
"White",44,3.2,0.61677193203519
"Black",34,3.2,0.436961789279442
"White",47,3.5,0.70387088082828
"White",39,3.9,0.624914665585645
"White",45,3.7,0.697201016400127
"White",34,3.6,0.493664604085706
"White",45,3.5,0.672590546489669
"White",39,3.8,0.611452499817231
"White",42,3.6,0.636025228800601
"White",39.5,3.6,0.592862366969233
"Black",28,3.1,0.321221508230952
"White",42,3.1,0.567818250843756
"Black",29,2.6,0.276793044346581
"White",42,3.6,0.636025228800601
"White",44,3.6,0.66908018793269
"White",42,3.8,0.662003001961324
"White",40,3.3,0.559999596440963
"White",42,3.6,0.636025228800601
"Black",34,3.7,0.507923526826718
"White",44,3.6,0.66908018793269
"Black",24,3.9,0.358105894849752
"Black",38,3.4,0.538008027584741
"Black",36,3.5,0.515867548210121
"White",46,3.6,0.700546580702512
"White",42,3,0.553770135041589
"White",37,3.6,0.548216770350709
"White",37,3.7,0.562301530950508
"White",43,3.7,0.665550907708516
"White",44,3.2,0.61677193203519
"White",45,2.9,0.593315114623142
"White",41,3.2,0.56391289562021
"White",39,3.7,0.597818122124358
"White",41,3.9,0.658436774700696
"White",44,3.9,0.705815537564427
"White",45,3.2,0.633858553368291
"White",39.5,3.7,0.606554179529705
"White",42.5,3.7,0.657384873493954
"White",42,3.6,0.636025228800601
"White",39,3.4,0.556078824999321
"White",44,3.2,0.61677193203519
"White",43,3.7,0.665550907708516
"White",44,3.7,0.681585461156731
"White",42,3.1,0.567818250843756
"White",42,3.7,0.649124569175045
"White",40.5,3.6,0.610341532753156
"White",42,3.8,0.662003001961324
"White",46,3.5,0.688445587351108
"White",42,3.5,0.622721083574673
"White",44,3.8,0.693834410028633
"White",46,3.3,0.663466994790735
"White",46,3.4,0.676081695157983
"White",46,3.5,0.688445587351108
"White",41,3.8,0.645495225568739
"White",44,3.7,0.681585461156731
"White",41,3.3,0.577885097013966
"White",41,3.1,0.549838475950257
"White",48,3.4,0.707173702823611
"White",48,3.7,0.7413152505184
"White",35,3.5,0.497638626587933
"White",43,3.6,0.652736745748041
"White",40,3.9,0.641849054106344
"White",44,3.2,0.61677193203519
"White",43,3.5,0.639697407636371
"White",44,3.4,0.643353312443823
"White",41,3.7,0.63233713411909
"White",41,3.4,0.59173373663468
"White",38,3.6,0.56621021601546
"White",42,3.6,0.636025228800601
"White",46,3.5,0.688445587351108
"White",37.7,3.4,0.532565046976351
"White",40,3.8,0.628633488925208
"White",40,3.7,0.615222612751276
"White",42,3.9,0.674645668327618
"White",41,3.4,0.59173373663468
"White",42,3.3,0.595568629705517
"White",42,3.6,0.636025228800601
"White",42,3.3,0.595568629705517
"White",42,3.5,0.622721083574673
"White",41,3.7,0.63233713411909
"White",46,3.1,0.637540134483776
"White",32.5,3.1,0.3965294184622
"White",40,3.7,0.615222612751276
"White",38.5,3.6,0.575144916270988
"White",39,3.5,0.57011068158594
"White",44,3.1,0.603203083705181
"White",41,3.4,0.59173373663468
"White",43,3.4,0.626448654949558
"White",41,3.6,0.618978939516006
"White",44,3.3,0.630161270362362
"White",45,3.6,0.685025613303683
"White",41,3.6,0.618978939516006
"White",41,3,0.535683829238259
"White",40,3.8,0.628633488925208
"White",47,3.5,0.70387088082828
"White",36,2.8,0.416833374413028
"White",32,3.3,0.415242098950002
"White",39,2.8,0.470789509669771
"White",29.5,3.4,0.385175168245193
"White",35,3.6,0.51189628868837
"White",29,3.3,0.36328200889192
"White",39,2.4,0.414562917130762
"White",31,3.4,0.411387235450288
"White",39,3.7,0.597818122124358
"White",32,3.4,0.429155750830815
"White",37,2.9,0.448728446977781
"White",30,3.4,0.393846826045053
"White",38,2.7,0.438573872316356
"White",35,3.6,0.51189628868837
"White",34.5,2.5,0.350620896038711
"White",38,2.5,0.41070993029514
"Black",17.5,3.6,0.226390698142106
"White",37,3,0.462875966847558
"White",43,4,0.7025038410717
"White",36,3.1,0.458925946879032
"White",36,2.3,0.349557485263135
"White",41,2.5,0.464504781085117
"White",26,2.6,0.23518949201198
"White",39,2.8,0.470789509669771
"White",37,2.6,0.406867866183624
"White",36,2.6,0.389392675186823
"White",39,3.2,0.527767311720648
"White",37,3.3,0.505587064529104
"White",39,2.7,0.456605731565136
"White",33.5,3.4,0.456140297905102
"White",36,3.2,0.473119046059341
"White",40,3.8,0.628633488925208
"White",40,3.8,0.628633488925208
"White",28,3.3,0.346584966773483
"White",37,2.4,0.379656109412589
"White",35,3.1,0.440876801003514
"White",35.5,2.1,0.316147616273184
"White",38,3.3,0.523803558716633
"White",36,3.2,0.473119046059341
"White",28,3.3,0.346584966773483
"White",36,2.9,0.430761068030135
"White",37,2.6,0.406867866183624
"White",36,2.6,0.389392675186823
"White",34.5,3.3,0.46008672912195
"White",36,3,0.444799178964254
"White",35,3.7,0.526134619767264
"White",38,3.3,0.523803558716633
"White",34.5,2.7,0.377016352498595
"White",38,3,0.481050870612873
"White",37,4,0.603872533497509
"White",36,2.9,0.430761068030135
"White",39,3.7,0.597818122124358
"White",41,3.6,0.618978939516006
"White",37,2.6,0.406867866183624
"White",42,2.6,0.496939205050104
"White",36,2.7,0.403037161800584
"White",39,3.5,0.57011068158594
"White",35,3.4,0.483384803716504
"White",31,3.8,0.46752708014357
"White",33.5,3.5,0.470322131791059
"White",43,2.7,0.52939940990734
"White",23,3,0.23687505035212
"White",38,3.3,0.523803558716633
"White",41,2.7,0.492965287016533
"White",29.5,3.5,0.398768384186449
"White",33,3.5,0.461247944523675
"Black",28.5,3,0.316752800045214
"White",40,3,0.517503174174709
"White",39,3,0.499276060442296
"White",41,2.9,0.521471460094928
"Black",29,2.6,0.276793044346581
"White",33,3.5,0.461247944523675
"White",31,2.4,0.283202622687968
"White",37,3.3,0.505587064529104
"White",33,3.4,0.447108763724233
"White",34,3.6,0.493664604085706
"White",38,2.8,0.452664125441742
"White",34,3.7,0.507923526826718
"White",39,3.2,0.527767311720648
"White",34,3.4,0.465200767024581
"White",37,2.9,0.448728446977781
"White",43,3.7,0.665550907708516
"White",36,3.1,0.458925946879032
"White",35,3.6,0.51189628868837
"White",41,3.3,0.577885097013966
"White",38,3.3,0.523803558716633
"White",36,3.8,0.558385095808167
"White",37,3,0.462875966847558
"White",42,3.2,0.581758129116782
"White",39,2.8,0.470789509669771
"White",37,3.3,0.505587064529104
"White",37,2.6,0.406867866183624
"White",34,3.4,0.465200767024581
"White",37,3.5,0.534054343410415
"White",36,3.4,0.501612947461834
